sample,Carangidae Seriola dumerili,Carangidae Seriola hippos,Carangidae Unknown sp10,Carcharhinidae Carcharhinus plumbeus,Chaetodontidae Chaetodon assarius,Cirrhitidae Paracirrhites forsteri,Echeneidae Unknown spp,Ginglymostomatidae Nebrius ferrugineus,Glaucosomatidae Glaucosoma hebraicum,Labridae Anampses geographicus,Labridae Austrolabrus maculatus,Labridae Bodianus bilunulatus,Labridae Bodianus solatus,Labridae Choerodon rubescens,Labridae Coris auricularis,Labridae Coris caudimacula,Labridae Labroides dimidiatus,Labridae Notolabrus parilus,Labridae Pseudojuloides elongatus,Labridae Suezichthys cyanolaemus,Labridae Unknown sp3,Labridae Unknown spp,Lethrinidae Gymnocranius spp,Lethrinidae Lethrinus miniatus,Lethrinidae Lethrinus nebulosus,Lethrinidae Lethrinus spp,Lethrinidae Unknown spp,Lutjanidae Lutjanus sp10,Monacanthidae Eubalichthys caeruleoguttatus,Mullidae Parupeneus chrysopleuron,Mullidae Parupeneus spilurus,Nemipteridae Pentapodus nagasakiensis,Ostraciidae Unknown spp,Pempherididae Pempheris klunzingeri,Pinguipedidae Parapercis spp,Platycephalidae Platycephalus spp,Pomacanthidae Apolemichthys trimaculatus,Pomacanthidae Chaetodontoplus personifer,Pomacanthidae Pomacanthus semicirculatus,Pomacentridae Chromis spp,Scaridae Scarus chameleon,Scaridae Scarus ghobban,Scaridae Scarus sp3,Scaridae Scarus spp,Scorpididae Neatypus obliquus,Scorpididae Scorpis georgiana,Serranidae Caprodon schlegelii,Serranidae Epinephelus rivulatus,Serranidae Plectropomus spp,Serranidae Pseudanthias spp,Sparidae Chrysophrys auratus,SUS SUS sus,Tetraodontidae Unknown spp,Acanthuridae Acanthurus olivaceus,Acanthuridae Acanthurus xanthopterus,Apogonidae Ostorhinchus angustatus,Apogonidae Ostorhinchus spp,Ariidae Netuma thalassina,Carangidae Carangoides fulvoguttatus,Carangidae Carangoides spp,Carangidae Pseudocaranx spp,Carangidae Unknown spp,Carcharhinidae Carcharhinus albimarginatus,Carcharhinidae Carcharhinus spp,Carcharhinidae Galeocerdo cuvier,Chaetodontidae Chaetodon auriga,Chaetodontidae Chaetodon lunula,Cheilodactylidae Cheilodactylus gibbosus,Dasyatidae Taeniurops meyeni,Echeneidae Echeneis naucrates,Gerreidae Parequula melbournensis,Gerreidae Pentaprion longimanus,Gerreidae Unknown spp,Glaucosomatidae Glaucosoma buergeri,Haemulidae Diagramma pictum labiosum,Labridae Anampses caeruleopunctatus,Labridae Bodianus spp,Labridae Bodianus vulpinus,Labridae Stethojulis sp,Labridae Stethojulis sp1,Labridae Stethojulis spp,Labridae Thalassoma lutescens,Labridae Unknown sp,Labridae Unknown sp1,Lethrinidae Gymnocranius grandoculis,Lethrinidae Lethrinus ravus,Lutjanidae Pristipomoides multidens,Lutjanidae Pristipomoides spp,Lutjanidae Pristipomoides typus,Monacanthidae Nelusetta ayraud,Monacanthidae Unknown sp1,Monacanthidae Unknown spp,Muraenidae Gymnothorax thyrsoideus,Muraenidae Gymnothorax woodwardi,Muraenidae Unknown spp,Nemipteridae Pentapodus spp,Nempiteridae Pentapodus nagasakiensis,Orectolobidae Orectolobus hutchinsi,Ostraciidae Tetrosomus reipublicae,Pempherididae Pempheris tominagai,Pinguipedidae Parapercis haackei,Pinguipedidae Parapercis nebulosa,Pinguipedidae Unknown spp,Pomacentridae Parma occidentalis,Rachycentridae Rachycentron canadum,Rhinidae Rhynchobatus australiae,Scombridae Scomberomorus spp,Serranidae Epinephelus areolatus,Serranidae Epinephelus morrhua,Siganidae Siganus argenteus,Siganidae Siganus punctatus,Sphyrnidae Sphyrna lewini,Tetraodontidae Lagocephalus sceleratus,Tetraodontidae Torquigener sp10,Tetraodontidae Unknown sp1,Triakidae Hemitriakis falcata,Triakidae Mustelus spp,Trygonorrhinidae Aptychotrema vincentiana,Urolophidae Unknown spp,Zanclidae Zanclus cornutus,,method,campaignid,latitude,longitude,status,depth,location,fov.limited,fov.open,fov.total.points.annotated,kelps,rock,macroalgae,sand,inverts,broad.ascidians,broad.bryozoa,broad.hydroids,broad.invertebrate.complex,broad.octocoral.black,broad.sponges,broad.total.points.annotated,mean.relief,sd.relief,z,slope,aspect,tpi,tri,roughness,detrended,lineartrend
npz6.22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,130,0,0,0,0,1,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0687,113.4512,No-take,45,NPZ6,13,27,40,0.111111111,0.027777778,0.777777778,0.055555556,0.138888889,0,0,0,1,0,4,36,2.857142857,0.356348323,-45,1.771708966,52.12187377,-4.5,7.25,21,4.826708794,-49.82670975
npz6.24,0,2,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0787,113.4414,No-take,53.7,NPZ6,13,27,40,0,0.038461538,0.692307692,0,0.269230769,0,0,0,0,0,7,26,3,0,-38,1.806466328,270,-2.75,6.75,19,16.3743515,-54.3743515
npz6.26,0,0,0,0,0,0,0,0,0,4,0,3,0,6,51,1,3,0,0,2,0,1,0,5,2,0,0,0,0,0,12,0,0,0,0,0,0,0,1,42,0,5,0,2,0,0,0,0,0,0,2,0,0,4,4,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0937,113.4563,No-take,33.7,NPZ6,13,27,40,0,0.289473684,0.710526316,0,0,0,0,0,0,0,0,38,2.08,0.276887462,-14,0.713402553,29.36065245,5,5,17,36.91630554,-50.91630554
npz6.27,0,1,0,0,1,0,0,0,0,0,0,0,0,1,32,0,1,0,0,1,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0562,113.4464,No-take,39,NPZ6,12,28,40,0.28125,0.03125,0.9375,0.03125,0,0,0,0,0,0,0,32,3,0,-38,1.279747544,44.8909464,1.375,4.375,15,12.84739685,-50.84739685
npz6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.1237,113.3663,Fished,149,NPZ6,9,31,40,0,0,0,0.964285714,0.035714286,0,0,0,1,0,0,28,0.166666667,0.514495755,-154,0.273691586,253.5018275,-0.75,1,3,-28.78603745,-125.2139664
npz6.36,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,87,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.1062,113.4089,Fished,66.5,NPZ6,16,24,40,0,0.103448276,0.034482759,0.482758621,0.379310345,2,1,1,0,0,7,29,1.576923077,1.172111835,-74,3.058019867,252.2592246,0.625,11.125,29,5.129362106,-79.12936401
npz6.4,0,1,0,1,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0814,113.3988,No-take,67.5,NPZ6,12,28,40,0,0,0,0.032258065,0.967741935,0,1,0,25,0,4,31,1,0,-77,2.219181711,259.9194275,1.375,7.625,24,1.856599092,-78.8565979
npz6.5,0,1,0,0,3,0,0,0,0,0,0,0,0,2,24,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0636,113.3935,No-take,65.8,NPZ6,12,28,40,0,0.172413793,0.068965517,0.172413793,0.586206897,0,0,3,3,3,8,29,2,0.866025404,-68,1.970051532,253.974596,1.875,6.375,23,10.39216805,-78.39216614
npz6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,2,44,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0837,113.4439,No-take,55.1,NPZ6,4,16,20,0,0,1,0,0,0,0,0,0,0,0,12,3,0,-28,2.030423127,261.9346975,3.125,6.375,20,26.04760551,-54.04760361
npz6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0688,113.3413,No-take,154,NPZ6,10,30,40,0,0,0,0.928571429,0.071428571,0,0,1,1,0,0,28,0,0,-158,0.457626345,243.0697038,0.5,1.5,5,-29.48832512,-128.511673
npz6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0386,113.3814,No-take,77.2,NPZ6,10,30,40,0,0,0,0.133333333,0.866666667,0,0,0,25,0,1,30,1,0,-81,1.893290413,269.2162106,-0.375,6.125,19,1.678599,-82.6785965
npz6.BOSS41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.1137,113.3939,Fished,104,NPZ6,10,30,40,0,0,0,0.228571429,0.771428571,0,5,0,8,0,14,35,2.272727273,0.702500173,-114,1.445405935,255.4697735,-1.75,4.75,17,-20.16869736,-93.83130646
npz6.C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.1078,113.3706,Fished,138,NPZ6,12,28,40,0,0,0,1,0,0,0,0,0,0,0,23,0,0,-142,0.797702907,260.6547861,-1.125,2.875,8,-29.19382286,-112.8061752
npz6.C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.118,113.385,Fished,125,NPZ6,13,27,40,0,0,0,0.9375,0.0625,0,0,0,2,0,0,32,0,0,-128,0.648306334,238.7014793,-0.625,2.125,8,-25.31513214,-102.6848679
