sample,Apogonidae Apogon sp1,Apogonidae Ostorhinchus aureus,Balistidae Sufflamen fraenatum,Balistidae Unknown spp,Balistidae Xanthichthys lineopunctatus,Caesionidae Pterocaesio chrysozona,Carangidae Carangoides chrysophrys,Carangidae Carangoides coeruleopinnatus,Carangidae Carangoides fulvoguttatus,Carangidae Carangoides gymnostethus,Carangidae Carangoides spp,Carangidae Decapterus spp,Carangidae Gnathanodon speciosus,Carangidae Pseudocaranx spp,Carangidae Seriola spp,Carangidae Unknown spp,Carcharhinidae Carcharhinus albimarginatus,Carcharhinidae Carcharhinus plumbeus,Carcharhinidae Carcharhinus spp,Chaetodontidae Chaetodon assarius,Chaetodontidae Heniochus acuminatus,Chaetodontidae Heniochus diphreutes,Chaetodontidae Heniochus spp,Cirrhitidae Cyprinocirrhites polyactis,Clupeidae Unknown spp,Echeneidae Echeneis naucrates,Gobiidae Unknown spp,Holocentridae Sargocentron rubrum,Holocentridae Sargocentron spp,Labridae Bodianus bilunulatus,Labridae Bodianus solatus,Labridae Coris caudimacula,Labridae Labroides dimidiatus,Labridae Suezichthys cyanolaemus,Lethrinidae Gymnocranius sp1,Lethrinidae Lethrinus miniatus,Lethrinidae Lethrinus ravus,Lethrinidae Lethrinus rubrioperculatus,Lethrinidae Unknown spp,Lutjanidae Aphareus rutilans,Lutjanidae Lutjanus lemniscatus,Lutjanidae Lutjanus sebae,Lutjanidae Pristipomoides sp1,Lutjanidae Pristipomoides spp,Microdesmidae Ptereleotris heteroptera,Monacanthidae Unknown spp,Mullidae Parupeneus cyclostomus,Mullidae Parupeneus spilurus,Mullidae Unknown spp,Nemipteridae Pentapodus nagasakiensis,Nemipteridae Unknown spp,Ostraciidae Unknown spp,Pinguipedidae Parapercis nebulosa,Pomacanthidae Chaetodontoplus spp,Pomacanthidae Pomacanthus semicirculatus,Pomacentridae Amblypomacentrus breviceps,Priacanthidae Priacanthus hamrur,Priacanthidae Priacanthus spp,Scombridae Scomberomorus spp,Serranidae Cephalopholis sonnerati,Serranidae Epinephelus areolatus,Serranidae Epinephelus multinotatus,Serranidae Epinephelus spp,Serranidae Plectropomus spp,Serranidae Pseudanthias fasciata,Serranidae Pseudanthias georgei,Serranidae Pseudanthias spp,Serranidae Unknown spp,Sparidae Dentex spp,SUS SUS sus,Triakidae Unknown spp,Acanthuridae Naso brachycentron,Acanthuridae Naso fageni,Acanthuridae Naso hexacanthus,Albulidae Albula argentea,Apogonidae Apogon spp,Apogonidae Unknown spp,Balistidae Abalistes filamentosus,Balistidae Abalistes stellatus,Balistidae Pseudobalistes flavimarginatus,Balistidae Pseudobalistes fuscus,Carangidae Carangoides caeruleopinnatus,Carangidae Carangoides equula,Carangidae Caranx ignobilis,Carangidae Caranx lugubris,Carangidae Caranx sexfasciatus,Carangidae Decapterus muroadsi,Carangidae Seriola dumerili,Carangidae Seriola rivoliana,Carangidae Seriola sp1,Carangidae Seriolina nigrofasciata,Carangidae Unknown sp10,Carcharhinidae Carcharhinus macloti,Carcharhinidae Galeocerdo cuvier,Carcharhinidae Hemitriakis spp,Carcharhinidae Loxodon macrorhinus,Carcharhinidae Unknown spp,Cirrhitidae Cirrhitichthys aprinus,Cirrhitidae Paracirrhites forsteri,Dasyatidae Taeniurops meyeni,Ephippidae Platax batavianus,Fistulariidae Fistularia commersonii,Haemulidae Diagramma pictum,Labridae Bodianus izuensis,Labridae Choerodon sp1,Labridae Choerodon zamboangae,Labridae Diproctacanthus xanthurus,Labridae Oxycheilinus orientalis,Labridae Unknown spp,Lethrinidae Gymnocranius euanus,Lethrinidae Gymnocranius grandoculis,Lethrinidae Lethrinus nebulosus,Lethrinidae Lethrinus olivaceus,Lethrinidae Lethrinus spp,Lutjanidae Aprion virescens,Lutjanidae Pristipomoides filamentosus,Lutjanidae Pristipomoides multidens,Lutjanidae Pristipomoides typus,Malacanthidae Malacanthus brevirostris,Malacanthidae Malacanthus latovittatus,Microdesmidae Ptereleotris spp,Monacanthidae Aluterus monoceros,Mullidae Mulloidichthys flavolineatus,Mullidae Parupeneus chrysopleuron,Mullidae Parupeneus heptacanthus,Mullidae Upeneus moluccensis,Muraenidae Gymnothorax berndti,Muraenidae Gymnothorax javanicus,Muraenidae Gymnothorax pseudothyrsoideus,Muraenidae Gymnothorax sp1,Nemipteridae Nemipterus spp,Nemipteridae Nemipterus virgatus,Nemipteridae Parascolopsis eriomma,Nemipteridae Parascolopsis inermis,Nemipteridae Pentapodus spp,Nemipteridae Pentapodus vitta,Pinguipedidae Parapercis clathrata,Pinguipedidae Parapercis spp,Pomacanthidae Apolemichthys trimaculatus,Pomacanthidae Chaetodontoplus personifer,Pomacanthidae Pomacanthus imperator,Pteroidae Pterois antennata,Rhinobatidae Rhinobatos sainsburyi,Rhynchobatidae Rhynchobatus laevis,Scaridae Scarus ghobban,Scaridae Scarus sp3,Scombridae Scomberomorus commerson,Serranidae Epinephelus amblycephalus,Serranidae Epinephelus coioides,Serranidae Epinephelus morrhua,Serranidae Epinephelus rivulatus,Serranidae Epinephelus tukula,Serranidae Variola louti,Sparidae Argyrops spinifer,Sparidae Chrysophrys auratus,Sphyraenidae Sphyraena forsteri,Sphyraenidae Sphyraena jello,Sphyraenidae Sphyraena qenie,Sphyraenidae Sphyraena spp,Sphyrnidae Sphyrna mokarran,Stegostomatidae Stegostoma fasciatum,Synodontidae Saurida undosquamis,Tetraodontidae Arothron stellatus,Tetraodontidae Lagocephalus lunaris,Tetraodontidae Lagocephalus sceleratus,Triakidae Hemitriakis falcata,Triakidae Mustelus ravidus,Triakidae Mustelus stevensi,,method,campaignid,latitude,longitude,status,depth,location,rock,broad.hydroids,broad.invertebrate.complex,broad.octocoral.black,broad.sponges,sand,inverts,broad.total.points.annotated,mean.relief,sd.relief,broad.bryozoa,id,z,slope,aspect,tpi,tri,roughness,detrended,lineartrend
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7436,113.5519,No-take,75.8,Point Cloates,0,0,0,1,0,0.987179487,0.012820513,78,0.05,0.219784178,0,61,-71.84077454,0.557358211,271.5319128,-0.172895432,1.937479019,5.5728302,13.90450954,-85.74528503
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6891,113.5588,No-take,84.3,Point Cloates,0,0,0,0,0,1,0,52,0,0,0,105,-84.03152466,1.1422381,300.7427852,0.212585449,4.019319534,13.87398529,-7.375839233,-76.65568542
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7047,113.5467,No-take,96.4,Point Cloates,0,0,0,37,2,0.25,0.75,52,1.404255319,0.648059796,0,92,-88.5967865,1.397310888,280.3273101,1.290023804,4.845075607,14.29798889,7.363656998,-95.96044159
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7609,113.5473,No-take,76.6,Point Cloates,0,0,0,0,0,1,0,78,0,0,0,40,-72.56493378,0.520551605,293.0597818,0.25595665,1.957157135,5.469841003,21.24619484,-93.81112671
249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7248,113.5444,No-take,92.3,Point Cloates,0,0,0,0,0,1,0,50,0.027777778,0.166666667,0,79,-86.4911499,0.911466363,283.8747985,0.364645958,3.265748024,10.15723419,11.34135342,-97.83250427
25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_PtCloates_BOSS,-22.7262,113.4913,Fished,208,Point Cloates,0,0,0,0,0,1,0,57,0,0,0,16,-219.0268097,1.022256042,292.3606743,-0.237630844,3.627702713,12.48139954,-15.56855011,-203.458252
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6972,113.5605,No-take,78.1,Point Cloates,0,2,0,3,0,0.9,0.1,50,0.333333333,0.477118724,0,98,-70.58612823,0.813657722,317.4241482,0.64186573,2.886227608,10.68238068,0.204040393,-70.79016876
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7277,113.554,No-take,76.4,Point Cloates,0,0,0,1,0,0.983050847,0.016949153,59,0.075,0.266746783,0,74,-72.5127182,0.588809387,281.0605683,0.119852066,2.085861206,6.127090454,8.828519821,-81.34123993
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7054,113.5576,No-take,79.3,Point Cloates,0,0,0,3,1,0.93220339,0.06779661,59,0.2,0.405095747,0,89,-72.96648407,0.601919256,270.9505993,-0.045639038,2.048847198,5.791526794,5.036839962,-78.00332642
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7509,113.538,No-take,91.2,Point Cloates,0,0,3,4,2,0.876712329,0.123287671,73,0.25,0.436666882,0,52,-83.64945984,0.670439657,274.9280094,-0.333907127,2.298140526,6.577224731,21.42034721,-105.069809
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6993,113.5499,No-take,96,Point Cloates,0,2,1,14,6,0.589285714,0.410714286,56,1,0.223606798,0,93,-90.56442261,1.645140665,306.4968346,-0.09164238,5.602733612,20.204422,1.849189758,-92.41361237
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7444,113.5428,No-take,87.3,Point Cloates,0,0,0,0,0,1,0,72,0,0,0,57,-79.61739349,0.618013489,281.4401532,-0.111987114,2.178349495,6.457481384,17.60501862,-97.22241211
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7326,113.5465,No-take,86.1,Point Cloates,0,0,0,6,0,0.888888889,0.111111111,54,0.2,0.405095747,0,72,-79.96461487,0.734725655,283.3591207,-0.000837326,2.587253571,8.086624146,13.29846191,-93.26307678
257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7001,113.5592,No-take,79.4,Point Cloates,0,0,3,0,5,0.777777778,0.222222222,36,0.5,0.507092553,0,96,-70.56795502,0.599216317,280.4110772,0.325216293,2.103069305,6.653564453,3.769097805,-74.33705139
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6958,113.5593,No-take,79.6,Point Cloates,0.06557377,0,0,0,0,0.93442623,0,61,0.372093023,0.976467292,0,99,-72.79859924,0.976349395,310.0437038,1.635490417,3.655490875,12.97400665,2.275657177,-75.0742569
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7312,113.5443,No-take,88.9,Point Cloates,0,0,0,0,0,1,0,63,0,0,0,67,-84.0210495,0.798320401,282.4879494,0.165579796,2.827292442,8.853179932,13.4010334,-97.42208099
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_PtCloates_BOSS,-22.7388,113.5089,Fished,152,Point Cloates,0,0,1,1,3,0.895833333,0.104166667,48,0.236842105,0.489578447,0,17,-152.4020691,1.859280731,291.6579553,-1.203399658,6.702404022,22.07632446,8.903083801,-161.3051453
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7177,113.5525,No-take,83.6,Point Cloates,0,0,1,3,0,0.924528302,0.075471698,53,0.3,0.464095481,0,85,-77.07386017,0.727507828,276.9107616,0.326672554,2.530158043,7.5076828,8.398927689,-85.47278595
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6899,113.5608,No-take,78.8,Point Cloates,0,0,0,12,0,0.755102041,0.244897959,49,0.725,0.554122082,0,103,-77.88898468,0.907276586,311.7705456,-0.427116394,3.182884216,12.33265686,-6.206112862,-71.68286896
262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7635,113.5347,No-take,91,Point Cloates,0,0,0,9,3,0.815384615,0.184615385,65,0.468085106,0.545776823,0,49,-85.03338623,0.745077764,276.0541889,-0.256486893,2.636356354,8.283470154,27.46801376,-112.5014038
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.684,113.5635,No-take,77.7,Point Cloates,0.173913043,0,1,13,15,0.195652174,0.630434783,46,1.424242424,0.902437776,0,110,-80.80496979,0.845769618,292.0895835,0.003755569,3.00378418,10.43013,-11.70484543,-69.10012817
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7655,113.5389,No-take,81.6,Point Cloates,0.431034483,0,0,7,15,0.189655172,0.379310345,58,1.69047619,0.896826253,0,48,-79.66999817,0.593030467,293.2418136,-1.089785576,2.14300251,6.249969482,25.08735657,-104.7573547
265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7561,113.529,No-take,99.2,Point Cloates,0,1,1,4,6,0.84,0.16,75,0.37037037,0.681183662,0,50,-92.5276947,0.729012477,279.4564835,0.283512115,2.563091278,7.534080505,28.63521004,-121.1629028
