"","sample.x","scientific","maxn","family","genus","species","campaignid.x","latitude.x","longitude.x","date.time","location.x","status.x","depth.x","successful.count.x","successful.length.x","method.x","unique_id","date.x","time","site.x","observer.count","sample.y","latitude.y","longitude.y","date.y","site.y","location.y","depth.y","successful.count.y","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","method.y","campaignid.y","broad.bryozoa","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","sample","method","campaignid","latitude","longitude","date","location","status.y","site","depth","successful.count","successful.length.y"
"486","17","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7011,113.5532,NA,NA,NA,86.5,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_17",20220522,"12:45:32",NA,"Henry Evans","17",-22.7011,113.5532,20220522,NA,"Point Cloates",86.5,"Yes",0,3,2,7,11,0.314285714285714,35,1.2,0.833508753466491,"BRUV","2022-05_PtCloates_stereo-BRUVS",1,181,76.7936325073242,0.951787486560272,289.788684960085,0.801510810852051,3.38899898529053,11.4267883300781,6.16244220733643,-82.9560775756836,0.685714285714286,"17","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7011,113.5532,20220522,NA,NA,NA,86.5,"Yes","Yes"
"487","18","Lethrinidae Gymnocranius sp1",4,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7101,113.5492,NA,NA,NA,91.5,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_18",20220522,"10:29:53",NA,"Henry Evans","18",-22.7101,113.5492,20220522,NA,"Point Cloates",91.5,"Yes",0,0,0,0,0,1,15,0,0,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,175,81.9245300292969,0.874492324440669,278.437966298538,0.356734275817871,3.063401222229,9.24643707275391,8.41036987304688,-90.3348999023438,0,"18","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7101,113.5492,20220522,NA,NA,NA,91.5,"Yes","Yes"
"488","19","Lethrinidae Gymnocranius sp1",0,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6847,113.5669,NA,NA,NA,76.4,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_19",20220526,"08:33:41",NA,"Kaitlin McCloghry","19",-22.6847,113.5669,20220526,NA,"Point Cloates",76.4,"Yes",0,0,0,8,4,0.2,15,2.04545454545455,0.722249971716872,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,199,77.4970245361328,0.816066506872064,288.694631521419,-0.257102012634277,2.9084939956665,9.40003204345703,-12.7618026733398,-64.735221862793,0.8,"19","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6847,113.5669,20220526,NA,NA,NA,76.4,"Yes","Yes"
"489","2","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6957,113.5628,NA,NA,NA,77.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_2",20220522,"14:16:25",NA,"Kaitlin McCloghry","2",-22.6957,113.5628,20220522,NA,"Point Cloates",77.3,"Yes",0,1,3,15,8,0.147058823529412,34,1.83333333333333,1.00722031037067,"BRUV","2022-05_PtCloates_stereo-BRUVS",2,187,67.980712890625,0.796096269944877,314.984185006506,0.803544044494629,2.82290744781494,10.3411254882812,-1.39559125900269,-66.5851211547852,0.852941176470588,"2","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6957,113.5628,20220522,NA,NA,NA,77.3,"Yes","Yes"
"490","20","Lethrinidae Gymnocranius sp1",4,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7212,113.5561,NA,NA,NA,76,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_20",20220522,"08:44:53",NA,"Henry Evans","20",-22.7212,113.5561,20220522,NA,"Point Cloates",76,"Yes",0,0,1,0,0,0.966666666666667,30,0.04,0.2,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,169,71.0348205566406,0.511088980358943,282.961099726871,0.410969734191895,1.80016040802002,5.66971588134766,6.29008293151855,-77.3249053955078,0.0333333333333333,"20","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7212,113.5561,20220522,NA,NA,NA,76,"Yes","Yes"
"491","21","Lethrinidae Gymnocranius sp1",2,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6893,113.5652,NA,NA,NA,77.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_21",20220522,"14:43:14",NA,"Kaitlin McCloghry","21",-22.6893,113.5652,20220522,NA,"Point Cloates",77.3,"Yes",0,1,2,15,3,0.32258064516129,31,1.375,0.646898957233327,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,192,74.3132095336914,0.799799445992033,302.323194524157,-0.336053848266602,2.7961540222168,10.1324691772461,-10.6977252960205,-63.6154861450195,0.67741935483871,"21","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6893,113.5652,20220522,NA,NA,NA,77.3,"Yes","Yes"
"492","22","Lethrinidae Gymnocranius sp1",0,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7072,113.5554,NA,NA,NA,81.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_22",20220522,"10:42:04",NA,"Henry Evans","22",-22.7072,113.5554,20220522,NA,"Point Cloates",81.3,"Yes",0,0,3,8,10,0.34375,32,1.44,0.650640709864771,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,177,72.9664840698242,0.601919255977551,270.950599285824,-0.0456390380859375,2.04884719848633,5.79152679443359,5.03683996200562,-78.0033264160156,0.65625,"22","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7072,113.5554,20220522,NA,NA,NA,81.3,"Yes","Yes"
"493","23","Lethrinidae Gymnocranius sp1",2,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.734,113.542,NA,NA,NA,91.4,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_23",20220520,"14:15:28",NA,"Henry Evans","23",-22.734,113.542,20220520,NA,"Point Cloates",91.4,"Yes",0,0,0,0,0,1,35,0,0,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,157,86.7494506835938,0.829568798074235,287.559792614534,-0.0963096618652344,2.95627784729004,9.68072509765625,14.7477111816406,-101.497161865234,0,"23","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.734,113.542,20220520,NA,NA,NA,91.4,"Yes","Yes"
"494","24","Lethrinidae Gymnocranius sp1",4,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7426,113.5507,NA,NA,NA,79.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_24",20220520,"12:42:58",NA,"Kaitlin McCloghry","24",-22.7426,113.5507,20220520,NA,"Point Cloates",79.3,"Yes",0,0,0,1,0,0.971428571428571,35,0.08,0.276887462097269,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,154,71.8407745361328,0.557358211342351,271.531912849307,-0.172895431518555,1.93747901916504,5.57283020019531,13.9045095443726,-85.7452850341797,0.0285714285714286,"24","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7426,113.5507,20220520,NA,NA,NA,79.3,"Yes","Yes"
"495","25","Lethrinidae Gymnocranius sp1",4,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7053,113.5466,NA,NA,NA,99.5,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_25",20220522,"12:34:21",NA,"Kaitlin McCloghry","25",-22.7053,113.5466,20220522,NA,"Point Cloates",99.5,"Yes",0,0,1,5,3,0.735294117647059,34,0.869565217391304,0.694415897524803,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,180,87.9496612548828,1.33608368835909,278.020244990159,0.723936080932617,4.59340858459473,13.9860000610352,7.55211400985718,-95.5017776489258,0.264705882352941,"25","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7053,113.5466,20220522,NA,NA,NA,99.5,"Yes","Yes"
"496","26","Lethrinidae Gymnocranius sp1",3,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7615,113.5484,NA,NA,NA,77.2,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_26",20220520,"09:08:31",NA,"Kaitlin McCloghry","26",-22.7615,113.5484,20220520,NA,"Point Cloates",77.2,"Yes",0,0,0,0,0,1,36,0,0,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,141,70.4181289672852,0.486485808967657,280.750394566211,0.290619850158691,1.70517444610596,6.09120941162109,19.8662567138672,-90.2843856811523,0,"26","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7615,113.5484,20220520,NA,NA,NA,77.2,"Yes","Yes"
"497","27","Lethrinidae Gymnocranius sp1",2,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7254,113.5459,NA,NA,NA,90.4,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_27",20220522,"08:31:16",NA,"Kaitlin McCloghry","27",-22.7254,113.5459,20220522,NA,"Point Cloates",90.4,"Yes",0,0,1,0,0,0.96969696969697,33,0.04,0.2,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,167,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0303030303030303,"27","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7254,113.5459,20220522,NA,NA,NA,90.4,"Yes","Yes"
"498","28","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.5625,NA,NA,NA,76.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_28",20220522,"13:05:17",NA,"Kaitlin McCloghry","28",-22.6987,113.5625,20220522,NA,"Point Cloates",76.3,"Yes",0,0,2,6,2,0.72972972972973,37,0.833333333333333,0.56465970257328,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,186,68.6032485961914,0.580294617922021,293.456701690084,0.592523574829102,2.07400321960449,6.6474609375,1.8352552652359,-70.4385070800781,0.27027027027027,"28","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.5625,20220522,NA,NA,NA,76.3,"Yes","Yes"
"499","29","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.691,113.5564,NA,NA,NA,87.9,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_29",20220522,"14:54:59",NA,"Henry Evans","29",-22.691,113.5564,20220522,NA,"Point Cloates",87.9,"Yes",0,0,0,12,3,0.583333333333333,36,1.53571428571429,1.07089934019281,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,194,85.6274032592773,1.38219903555156,302.884444499093,0.00551414489746094,4.8111629486084,17.5219345092773,-5.10974168777466,-80.5176620483398,0.416666666666667,"29","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.691,113.5564,20220522,NA,NA,NA,87.9,"Yes","Yes"
"500","3","Lethrinidae Gymnocranius sp1",3,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7379,113.5515,NA,NA,NA,78.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_3",20220520,"14:34:36",NA,"Kaitlin McCloghry","3",-22.7379,113.5515,20220520,NA,"Point Cloates",78.3,"Yes",0,0,0,0,0,1,33,0.04,0.2,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,161,72.0429992675781,0.641651618480894,282.054840505595,0.352909088134766,2.27633094787598,6.84764862060547,13.4668922424316,-85.509895324707,0,"3","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7379,113.5515,20220520,NA,NA,NA,78.3,"Yes","Yes"
"501","30","Lethrinidae Gymnocranius sp1",3,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7058,113.5588,NA,NA,NA,78.5,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_30",20220522,"10:47:54",NA,"Kaitlin McCloghry","30",-22.7058,113.5588,20220522,NA,"Point Cloates",78.5,"Yes",0,0,1,11,0,0.684210526315789,38,0.535714285714286,0.576203594236084,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,178,70.1745071411133,0.51524474255295,267.505811023799,0.354198455810547,1.73928070068359,4.84810638427734,3.65084052085876,-73.8253479003906,0.315789473684211,"30","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7058,113.5588,20220522,NA,NA,NA,78.5,"Yes","Yes"
"502","31","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7542,113.5424,NA,NA,NA,82.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_31",20220520,"10:27:48",NA,"Kaitlin McCloghry","31",-22.7542,113.5424,20220520,NA,"Point Cloates",82.3,"Yes",0,0,3,2,2,0.8,35,0.208333333333333,0.414851116999053,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,146,79.8014373779297,0.717243807685542,276.722660037308,0.164597511291504,2.49711132049561,6.93707275390625,21.3225173950195,-101.123954772949,0.2,"31","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7542,113.5424,20220520,NA,NA,NA,82.3,"Yes","Yes"
"503","32","Lethrinidae Gymnocranius sp1",4,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7239,113.5552,NA,NA,NA,78.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_32",20220522,"08:39:35",NA,"Henry Evans","32",-22.7239,113.5552,20220522,NA,"Point Cloates",78.3,"Yes",0,2,1,0,0,0.909090909090909,33,0.2,0.410391340834062,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,168,70.7151184082031,0.499863719938167,276.985275679739,0.298833847045898,1.71719360351562,5.21316528320312,6.63383150100708,-77.3489532470703,0.0909090909090909,"32","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7239,113.5552,20220522,NA,NA,NA,78.3,"Yes","Yes"
"504","33","Lethrinidae Gymnocranius sp1",7,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.719,113.549,NA,NA,NA,85.4,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_33",20220522,"10:09:30",NA,"Kaitlin McCloghry","33",-22.719,113.549,20220522,NA,"Point Cloates",85.4,"Yes",0,0,2,1,0,0.903225806451613,31,0,0,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,172,80.745979309082,0.804784022711816,277.730686726573,-0.0389833450317383,2.81836795806885,8.10637664794922,8.9134693145752,-89.6594467163086,0.0967741935483871,"33","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.719,113.549,20220522,NA,NA,NA,85.4,"Yes","Yes"
"505","34","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6928,113.5645,NA,NA,NA,76.4,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_34",20220522,"14:38:27",NA,"Kaitlin McCloghry","34",-22.6928,113.5645,20220522,NA,"Point Cloates",76.4,"Yes",0,3,1,6,0,0.6875,32,0.478260869565217,0.510753918455249,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,191,71.6988677978516,0.935708865225726,318.326782311996,-0.211019515991211,3.23353385925293,12.419921875,-4.74690532684326,-66.9519653320312,0.3125,"34","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6928,113.5645,20220522,NA,NA,NA,76.4,"Yes","Yes"
"506","35","Lethrinidae Gymnocranius sp1",5,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.551,NA,NA,NA,94.6,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_35",20220522,"12:46:10",NA,"Kaitlin McCloghry","35",-22.6987,113.551,20220522,NA,"Point Cloates",94.6,"Yes",0,1,1,1,0,0.909090909090909,33,0.16,0.374165738677394,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,182,84.1957092285156,1.47408294384079,302.327088471412,0.795857429504395,5.05078029632568,18.4834518432617,3.6657931804657,-87.8615036010742,0.0909090909090909,"35","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.551,20220522,NA,NA,NA,94.6,"Yes","Yes"
"507","36","Lethrinidae Gymnocranius sp1",2,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7318,113.5477,NA,NA,NA,83.2,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_36",20220520,"14:25:23",NA,"Henry Evans","36",-22.7318,113.5477,20220520,NA,"Point Cloates",83.2,"Yes",0,0,0,1,0,0.974358974358974,39,0.04,0.2,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,159,77.54345703125,0.679105989441288,282.192423082841,0.136308670043945,2.40022087097168,7.36107635498047,11.7149562835693,-89.258415222168,0.0256410256410256,"36","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7318,113.5477,20220520,NA,NA,NA,83.2,"Yes","Yes"
"508","37","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7475,113.5445,NA,NA,NA,81.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_37",20220520,"12:23:05",NA,"Kaitlin McCloghry","37",-22.7475,113.5445,20220520,NA,"Point Cloates",81.3,"Yes",0,0,0,10,18,0.222222222222222,36,1.76,0.597215762238964,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,151,78.2366409301758,0.57447847914772,286.873685891414,0.0155925750732422,2.1146354675293,6.34632110595703,19.0140247344971,-97.2506637573242,0.777777777777778,"37","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7475,113.5445,20220520,NA,NA,NA,81.3,"Yes","Yes"
"509","38","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6868,113.5642,NA,NA,NA,78.6,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_38",20220526,"08:38:39",NA,"Kaitlin McCloghry","38",-22.6868,113.5642,20220526,NA,"Point Cloates",78.6,"Yes",0,1,2,10,3,0.483870967741935,31,1.32,0.690410505906933,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,200,79.2155685424805,0.80114505548661,298.765330428293,-0.156228065490723,2.79992198944092,10.1075744628906,-10.761100769043,-68.4544677734375,0.516129032258065,"38","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6868,113.5642,20220526,NA,NA,NA,78.6,"Yes","Yes"
"510","39","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7105,113.5539,NA,NA,NA,78.9,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_39",20220522,"10:35:24",NA,"Kaitlin McCloghry","39",-22.7105,113.5539,20220522,NA,"Point Cloates",78.9,"Yes",0,0,3,6,11,0.354838709677419,31,1.85,1.13670808176853,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,176,74.9775009155273,0.652433859744189,274.656629826506,0.485797882080078,2.23007392883301,6.51311492919922,6.79070711135864,-81.7682113647461,0.645161290322581,"39","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7105,113.5539,20220522,NA,NA,NA,78.9,"Yes","Yes"
"511","4","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7337,113.5555,NA,NA,NA,73.9,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_4",20220520,"14:40:43",NA,"Kaitlin McCloghry","4",-22.7337,113.5555,20220520,NA,"Point Cloates",73.9,"Yes",0,0,1,2,0,0.921052631578947,38,0.2,0.406838102172486,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,162,68.7601013183594,0.454407475407255,291.164531247144,0.258323669433594,1.63177108764648,5.37396240234375,8.98215675354004,-77.7422561645508,0.0789473684210526,"4","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7337,113.5555,20220520,NA,NA,NA,73.9,"Yes","Yes"
"512","40","Lethrinidae Gymnocranius sp1",2,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7522,113.5444,NA,NA,NA,84.1,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_40",20220520,"11:58:07",NA,"Henry Evans","40",-22.7522,113.5444,20220520,NA,"Point Cloates",84.1,"Yes",0,1,0,1,0,0.931034482758621,29,0.08,0.276887462097269,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,147,77.0604248046875,0.589541930028907,283.611301042319,0.606008529663086,2.09985160827637,6.19866943359375,20.2173385620117,-97.2777633666992,0.0689655172413793,"40","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7522,113.5444,20220520,NA,NA,NA,84.1,"Yes","Yes"
"513","41","Lethrinidae Gymnocranius sp1",3,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7154,113.5479,NA,NA,NA,89.7,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_41",20220522,"10:21:59",NA,"Henry Evans","41",-22.7154,113.5479,20220522,NA,"Point Cloates",89.7,"Yes",0,0,1,3,2,0.8125,32,0.32,0.476095228569523,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,174,81.2838821411133,0.822492339564541,276.246856356284,-0.114743232727051,2.82443523406982,8.37569427490234,8.55939102172852,-89.8432769775391,0.1875,"41","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7154,113.5479,20220522,NA,NA,NA,89.7,"Yes","Yes"
"514","42","Lethrinidae Gymnocranius sp1",3,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6952,113.5537,NA,NA,NA,92.3,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_42",20220522,"12:51:14",NA,"Kaitlin McCloghry","42",-22.6952,113.5537,20220522,NA,"Point Cloates",92.3,"Yes",0,1,0,3,0,0.894736842105263,38,0.12,0.33166247903554,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,183,82.831657409668,1.48162419088138,304.725045917822,0.418788909912109,5.09414672851562,18.5476455688477,1.04734480381012,-83.8790054321289,0.105263157894737,"42","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6952,113.5537,20220522,NA,NA,NA,92.3,"Yes","Yes"
"515","43","Lethrinidae Gymnocranius sp1",7,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7328,113.5589,NA,NA,NA,70.6,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_43",20220522,"08:03:30",NA,"Henry Evans","43",-22.7328,113.5589,20220522,NA,"Point Cloates",70.6,"Yes",0,0,0,2,2,0.857142857142857,28,0.5,0.760885910252682,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,163,67.2314147949219,0.358856067060351,296.593163376229,0.0514554977416992,1.2715368270874,4.41099548339844,6.82806015014648,-74.0594711303711,0.142857142857143,"43","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7328,113.5589,20220522,NA,NA,NA,70.6,"Yes","Yes"
"516","44","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7482,113.549,NA,NA,NA,79.4,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_44",20220520,"12:17:32",NA,"Henry Evans","44",-22.7482,113.549,20220520,NA,"Point Cloates",79.4,"Yes",0,0,0,0,0,1,32,0.04,0.2,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,150,73.5436096191406,0.538418271523051,282.373300594863,-0.103682518005371,1.87421894073486,5.78757476806641,16.147668838501,-89.691276550293,0,"44","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7482,113.549,20220520,NA,NA,NA,79.4,"Yes","Yes"
"517","45","Lethrinidae Gymnocranius sp1",0,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.7602,113.5432,NA,NA,NA,81.8,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_45",20220520,"09:23:19",NA,"test video","45",-22.7602,113.5432,20220520,NA,"Point Cloates",81.8,"Yes",0,1,1,5,3,0.67741935483871,31,1,0.645497224367903,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,142,74.7003631591797,0.582956047798286,291.044714964582,0.525314331054688,2.02758026123047,6.92666625976562,22.7171726226807,-97.4175338745117,0.32258064516129,"45","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.7602,113.5432,20220520,NA,NA,NA,81.8,"Yes","Yes"
"518","46","Lethrinidae Gymnocranius sp1",2,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.693,113.5605,NA,NA,NA,79.5,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_46",20220522,"14:30:54",NA,"Kaitlin McCloghry","46",-22.693,113.5605,20220522,NA,"Point Cloates",79.5,"Yes",0,2,2,24,3,0.225,40,1.93333333333333,0.980265035707122,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,190,74.5397720336914,0.963684916167931,321.904737028515,-0.379551887512207,3.39414310455322,12.8181686401367,-3.33585095405579,-71.2039184570312,0.775,"46","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.693,113.5605,20220522,NA,NA,NA,79.5,"Yes","Yes"
"519","47","Lethrinidae Gymnocranius sp1",1,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.6999,113.5592,NA,NA,NA,80.8,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_47",20220522,"12:59:50",NA,"Kaitlin McCloghry","47",-22.6999,113.5592,20220522,NA,"Point Cloates",80.8,"Yes",0,0,1,0,0,0.96969696969697,33,0.04,0.2,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,185,70.5679550170898,0.599216317350149,280.411077195645,0.325216293334961,2.10306930541992,6.653564453125,3.76909780502319,-74.3370513916016,0.0303030303030303,"47","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.6999,113.5592,20220522,NA,NA,NA,80.8,"Yes","Yes"
"520","48","Lethrinidae Gymnocranius sp1",3,"Lethrinidae","Gymnocranius","sp1","2022-05_PtCloates_stereo-BRUVS",-22.696,113.5596,NA,NA,NA,80.2,"Yes","Yes","BRUV","2022-05_PtCloates_stereo-BRUVS_48",20220522,"14:21:46",NA,"Henry Evans","48",-22.696,113.5596,20220522,NA,"Point Cloates",80.2,"Yes",0,0,0,0,0,1,32,0,0,"BRUV","2022-05_PtCloates_stereo-BRUVS",0,188,72.7985992431641,0.97634939523211,310.043703808375,1.63549041748047,3.65549087524414,12.974006652832,2.27565717697144,-75.0742568969727,0,"48","BRUV","2022-05_PtCloates_stereo-BRUVS",-22.696,113.5596,20220522,NA,NA,NA,80.2,"Yes","Yes"
