"","sample","scientific","campaignid","latitude","longitude","method","unique_id","number","response","date","site","location","depth","successful.count","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","broad.bryozoa","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","status","successful.length"
"460","265","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7561,113.529,"BOSS","2022-05_PtCloates_Naked-BOSS_265",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220519,NA,"Point Cloates",99.2,"Yes",0,1,1,4,6,0.84,75,0.37037037037037,0.681183661718565,0,50,92.5276947021484,0.729012477029685,279.456483524867,0.283512115478516,2.56309127807617,7.53408050537109,28.6352100372314,-121.162902832031,0.16,NA,NA
"461","266","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7531,113.5301,"BOSS","2022-05_PtCloates_Naked-BOSS_266",0,"Lethrinidae Gymnocranius sp1_BOSS",20220519,NA,"Point Cloates",98.5,"Yes",0,0,0,9,10,0.746666666666667,75,0.679245283018868,0.510414044057913,0,51,93.3061904907227,0.799913883018758,281.451779827249,0.155961036682129,2.78844738006592,8.29595184326172,28.0757465362549,-121.381935119629,0.253333333333333,NA,NA
"462","266","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7531,113.5301,"BOSS","2022-05_PtCloates_Naked-BOSS_266",0,"Lethrinidae Lethrinus miniatus_BOSS",20220519,NA,"Point Cloates",98.5,"Yes",0,0,0,9,10,0.746666666666667,75,0.679245283018868,0.510414044057913,0,51,93.3061904907227,0.799913883018758,281.451779827249,0.155961036682129,2.78844738006592,8.29595184326172,28.0757465362549,-121.381935119629,0.253333333333333,NA,NA
"463","266","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7531,113.5301,"BOSS","2022-05_PtCloates_Naked-BOSS_266",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220519,NA,"Point Cloates",98.5,"Yes",0,0,0,9,10,0.746666666666667,75,0.679245283018868,0.510414044057913,0,51,93.3061904907227,0.799913883018758,281.451779827249,0.155961036682129,2.78844738006592,8.29595184326172,28.0757465362549,-121.381935119629,0.253333333333333,NA,NA
"464","266","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7531,113.5301,"BOSS","2022-05_PtCloates_Naked-BOSS_266",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220519,NA,"Point Cloates",98.5,"Yes",0,0,0,9,10,0.746666666666667,75,0.679245283018868,0.510414044057913,0,51,93.3061904907227,0.799913883018758,281.451779827249,0.155961036682129,2.78844738006592,8.29595184326172,28.0757465362549,-121.381935119629,0.253333333333333,NA,NA
"465","267","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.6751,113.5615,"BOSS","2022-05_PtCloates_Naked-BOSS_267",0,"Lethrinidae Gymnocranius sp1_BOSS",20220527,NA,"Point Cloates",88.4,"Yes",0,0,0,6,3,0.863636363636364,66,0.375,0.49029033784546,0,113,89.3179397583008,1.02138240247248,281.007399238161,-0.495477676391602,3.61158180236816,10.2959594726562,-13.2102823257446,-76.1076583862305,0.136363636363636,NA,NA
"466","267","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.6751,113.5615,"BOSS","2022-05_PtCloates_Naked-BOSS_267",0,"Lethrinidae Lethrinus miniatus_BOSS",20220527,NA,"Point Cloates",88.4,"Yes",0,0,0,6,3,0.863636363636364,66,0.375,0.49029033784546,0,113,89.3179397583008,1.02138240247248,281.007399238161,-0.495477676391602,3.61158180236816,10.2959594726562,-13.2102823257446,-76.1076583862305,0.136363636363636,NA,NA
"467","267","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.6751,113.5615,"BOSS","2022-05_PtCloates_Naked-BOSS_267",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220527,NA,"Point Cloates",88.4,"Yes",0,0,0,6,3,0.863636363636364,66,0.375,0.49029033784546,0,113,89.3179397583008,1.02138240247248,281.007399238161,-0.495477676391602,3.61158180236816,10.2959594726562,-13.2102823257446,-76.1076583862305,0.136363636363636,NA,NA
"468","267","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6751,113.5615,"BOSS","2022-05_PtCloates_Naked-BOSS_267",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220527,NA,"Point Cloates",88.4,"Yes",0,0,0,6,3,0.863636363636364,66,0.375,0.49029033784546,0,113,89.3179397583008,1.02138240247248,281.007399238161,-0.495477676391602,3.61158180236816,10.2959594726562,-13.2102823257446,-76.1076583862305,0.136363636363636,NA,NA
"469","268","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7054,113.5501,"BOSS","2022-05_PtCloates_Naked-BOSS_268",0,"Lethrinidae Gymnocranius sp1_BOSS",20220525,NA,"Point Cloates",90.6,"Yes",0,1,1,0,0,0.961538461538462,52,0.15,0.36162028533979,0,91,82.9230346679688,0.973808595643791,276.436817251997,0.545228004455566,3.39243030548096,9.66544342041016,8.0865592956543,-91.0095977783203,0.0384615384615385,NA,NA
"470","268","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7054,113.5501,"BOSS","2022-05_PtCloates_Naked-BOSS_268",0,"Lethrinidae Lethrinus miniatus_BOSS",20220525,NA,"Point Cloates",90.6,"Yes",0,1,1,0,0,0.961538461538462,52,0.15,0.36162028533979,0,91,82.9230346679688,0.973808595643791,276.436817251997,0.545228004455566,3.39243030548096,9.66544342041016,8.0865592956543,-91.0095977783203,0.0384615384615385,NA,NA
"471","268","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7054,113.5501,"BOSS","2022-05_PtCloates_Naked-BOSS_268",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220525,NA,"Point Cloates",90.6,"Yes",0,1,1,0,0,0.961538461538462,52,0.15,0.36162028533979,0,91,82.9230346679688,0.973808595643791,276.436817251997,0.545228004455566,3.39243030548096,9.66544342041016,8.0865592956543,-91.0095977783203,0.0384615384615385,NA,NA
"472","268","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7054,113.5501,"BOSS","2022-05_PtCloates_Naked-BOSS_268",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220525,NA,"Point Cloates",90.6,"Yes",0,1,1,0,0,0.961538461538462,52,0.15,0.36162028533979,0,91,82.9230346679688,0.973808595643791,276.436817251997,0.545228004455566,3.39243030548096,9.66544342041016,8.0865592956543,-91.0095977783203,0.0384615384615385,NA,NA
"473","269","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7429,113.5458,"BOSS","2022-05_PtCloates_Naked-BOSS_269",0,"Lethrinidae Gymnocranius sp1_BOSS",20220521,NA,"Point Cloates",83.1,"Yes",0,0,2,0,2,0.949367088607595,79,0.05,0.219784177651083,0,59,76.598258972168,0.614093782456677,278.700106014441,0.298365592956543,2.13369083404541,6.49835968017578,16.7190818786621,-93.3173370361328,0.0506329113924051,NA,NA
"474","269","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7429,113.5458,"BOSS","2022-05_PtCloates_Naked-BOSS_269",0,"Lethrinidae Lethrinus miniatus_BOSS",20220521,NA,"Point Cloates",83.1,"Yes",0,0,2,0,2,0.949367088607595,79,0.05,0.219784177651083,0,59,76.598258972168,0.614093782456677,278.700106014441,0.298365592956543,2.13369083404541,6.49835968017578,16.7190818786621,-93.3173370361328,0.0506329113924051,NA,NA
"475","269","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7429,113.5458,"BOSS","2022-05_PtCloates_Naked-BOSS_269",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220521,NA,"Point Cloates",83.1,"Yes",0,0,2,0,2,0.949367088607595,79,0.05,0.219784177651083,0,59,76.598258972168,0.614093782456677,278.700106014441,0.298365592956543,2.13369083404541,6.49835968017578,16.7190818786621,-93.3173370361328,0.0506329113924051,NA,NA
"476","269","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7429,113.5458,"BOSS","2022-05_PtCloates_Naked-BOSS_269",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220521,NA,"Point Cloates",83.1,"Yes",0,0,2,0,2,0.949367088607595,79,0.05,0.219784177651083,0,59,76.598258972168,0.614093782456677,278.700106014441,0.298365592956543,2.13369083404541,6.49835968017578,16.7190818786621,-93.3173370361328,0.0506329113924051,NA,NA
"477","27","Lethrinidae Gymnocranius sp1","2021-05_PtCloates_BOSS",-22.7635,113.4964,"BOSS","2021-05_PtCloates_BOSS_27",0,"Lethrinidae Gymnocranius sp1_BOSS",20210519,"outNP.3","Point Cloates",162,"Yes",0,0,0,0,0,1,60,0,0,0,18,139.129287719727,1.55863770312686,294.603048816473,1.22396469116211,5.54883193969727,19.2839965820312,40.8676872253418,-179.996978759766,0,NA,NA
"478","27","Lethrinidae Gymnocranius sp1","2021-05_PtCloates_BRUVS",-22.7027,113.556,"BRUV","2021-05_PtCloates_BRUVS_27",1,"Lethrinidae Gymnocranius sp1_BRUV",20210518,NA,"Point Cloates",77.8,"Yes",0,1,4,12,2,0.321428571428571,28,1.33333333333333,0.795822425754221,0,128,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.678571428571429,"No-take","Yes"
"479","27","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_stereo-BRUVS",-22.7254,113.5459,"BRUV","2022-05_PtCloates_stereo-BRUVS_27",2,"Lethrinidae Gymnocranius sp1_BRUV",20220522,NA,"Point Cloates",90.4,"Yes",0,0,1,0,0,0.96969696969697,33,0.04,0.2,0,167,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0303030303030303,NA,NA
"480","27","Lethrinidae Lethrinus miniatus","2021-05_PtCloates_BOSS",-22.7635,113.4964,"BOSS","2021-05_PtCloates_BOSS_27",0,"Lethrinidae Lethrinus miniatus_BOSS",20210519,"outNP.3","Point Cloates",162,"Yes",0,0,0,0,0,1,60,0,0,0,18,139.129287719727,1.55863770312686,294.603048816473,1.22396469116211,5.54883193969727,19.2839965820312,40.8676872253418,-179.996978759766,0,NA,NA
"481","27","Lethrinidae Lethrinus miniatus","2021-05_PtCloates_BRUVS",-22.7027,113.556,"BRUV","2021-05_PtCloates_BRUVS_27",0,"Lethrinidae Lethrinus miniatus_BRUV",20210518,NA,"Point Cloates",77.8,"Yes",0,1,4,12,2,0.321428571428571,28,1.33333333333333,0.795822425754221,0,128,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.678571428571429,"No-take","Yes"
"482","27","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_stereo-BRUVS",-22.7254,113.5459,"BRUV","2022-05_PtCloates_stereo-BRUVS_27",3,"Lethrinidae Lethrinus miniatus_BRUV",20220522,NA,"Point Cloates",90.4,"Yes",0,0,1,0,0,0.96969696969697,33,0.04,0.2,0,167,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0303030303030303,NA,NA
"483","27","Nemipteridae Pentapodus nagasakiensis","2021-05_PtCloates_BOSS",-22.7635,113.4964,"BOSS","2021-05_PtCloates_BOSS_27",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20210519,"outNP.3","Point Cloates",162,"Yes",0,0,0,0,0,1,60,0,0,0,18,139.129287719727,1.55863770312686,294.603048816473,1.22396469116211,5.54883193969727,19.2839965820312,40.8676872253418,-179.996978759766,0,NA,NA
"484","27","Nemipteridae Pentapodus nagasakiensis","2021-05_PtCloates_BRUVS",-22.7027,113.556,"BRUV","2021-05_PtCloates_BRUVS_27",1,"Nemipteridae Pentapodus nagasakiensis_BRUV",20210518,NA,"Point Cloates",77.8,"Yes",0,1,4,12,2,0.321428571428571,28,1.33333333333333,0.795822425754221,0,128,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.678571428571429,"No-take","Yes"
"485","27","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_stereo-BRUVS",-22.7254,113.5459,"BRUV","2022-05_PtCloates_stereo-BRUVS_27",0,"Nemipteridae Pentapodus nagasakiensis_BRUV",20220522,NA,"Point Cloates",90.4,"Yes",0,0,1,0,0,0.96969696969697,33,0.04,0.2,0,167,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0303030303030303,NA,NA
"486","27","Pinguipedidae Parapercis nebulosa","2021-05_PtCloates_BOSS",-22.7635,113.4964,"BOSS","2021-05_PtCloates_BOSS_27",0,"Pinguipedidae Parapercis nebulosa_BOSS",20210519,"outNP.3","Point Cloates",162,"Yes",0,0,0,0,0,1,60,0,0,0,18,139.129287719727,1.55863770312686,294.603048816473,1.22396469116211,5.54883193969727,19.2839965820312,40.8676872253418,-179.996978759766,0,NA,NA
"487","27","Pinguipedidae Parapercis nebulosa","2021-05_PtCloates_BRUVS",-22.7027,113.556,"BRUV","2021-05_PtCloates_BRUVS_27",3,"Pinguipedidae Parapercis nebulosa_BRUV",20210518,NA,"Point Cloates",77.8,"Yes",0,1,4,12,2,0.321428571428571,28,1.33333333333333,0.795822425754221,0,128,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.678571428571429,"No-take","Yes"
"488","27","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_stereo-BRUVS",-22.7254,113.5459,"BRUV","2022-05_PtCloates_stereo-BRUVS_27",0,"Pinguipedidae Parapercis nebulosa_BRUV",20220522,NA,"Point Cloates",90.4,"Yes",0,0,1,0,0,0.96969696969697,33,0.04,0.2,0,167,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0303030303030303,NA,NA
"489","270","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"BOSS","2022-05_PtCloates_Naked-BOSS_270",0,"Lethrinidae Gymnocranius sp1_BOSS",20220519,NA,"Point Cloates",91,"Yes",0.0833333333333333,0,2,5,6,0.645833333333333,48,1.06976744186047,1.33444029353507,0,53,83.6494598388672,0.670439656811744,274.92800941673,-0.333907127380371,2.29814052581787,6.57722473144531,21.4203472137451,-105.069808959961,0.270833333333333,NA,NA
"490","270","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"BOSS","2022-05_PtCloates_Naked-BOSS_270",2,"Lethrinidae Lethrinus miniatus_BOSS",20220519,NA,"Point Cloates",91,"Yes",0.0833333333333333,0,2,5,6,0.645833333333333,48,1.06976744186047,1.33444029353507,0,53,83.6494598388672,0.670439656811744,274.92800941673,-0.333907127380371,2.29814052581787,6.57722473144531,21.4203472137451,-105.069808959961,0.270833333333333,NA,NA
"491","270","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"BOSS","2022-05_PtCloates_Naked-BOSS_270",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220519,NA,"Point Cloates",91,"Yes",0.0833333333333333,0,2,5,6,0.645833333333333,48,1.06976744186047,1.33444029353507,0,53,83.6494598388672,0.670439656811744,274.92800941673,-0.333907127380371,2.29814052581787,6.57722473144531,21.4203472137451,-105.069808959961,0.270833333333333,NA,NA
"492","270","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"BOSS","2022-05_PtCloates_Naked-BOSS_270",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220519,NA,"Point Cloates",91,"Yes",0.0833333333333333,0,2,5,6,0.645833333333333,48,1.06976744186047,1.33444029353507,0,53,83.6494598388672,0.670439656811744,274.92800941673,-0.333907127380371,2.29814052581787,6.57722473144531,21.4203472137451,-105.069808959961,0.270833333333333,NA,NA
"493","271","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.6776,113.5654,"BOSS","2022-05_PtCloates_Naked-BOSS_271",0,"Lethrinidae Gymnocranius sp1_BOSS",20220527,NA,"Point Cloates",79.5,"Yes",0,0,1,17,1,0.634615384615385,52,0.795454545454545,0.408032457358392,0,111,79.092903137207,0.889217651274945,279.709020453082,0.19163703918457,3.05923843383789,9.37513732910156,-12.9283008575439,-66.1646041870117,0.365384615384615,NA,NA
"494","271","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.6776,113.5654,"BOSS","2022-05_PtCloates_Naked-BOSS_271",0,"Lethrinidae Lethrinus miniatus_BOSS",20220527,NA,"Point Cloates",79.5,"Yes",0,0,1,17,1,0.634615384615385,52,0.795454545454545,0.408032457358392,0,111,79.092903137207,0.889217651274945,279.709020453082,0.19163703918457,3.05923843383789,9.37513732910156,-12.9283008575439,-66.1646041870117,0.365384615384615,NA,NA
"495","271","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.6776,113.5654,"BOSS","2022-05_PtCloates_Naked-BOSS_271",1,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220527,NA,"Point Cloates",79.5,"Yes",0,0,1,17,1,0.634615384615385,52,0.795454545454545,0.408032457358392,0,111,79.092903137207,0.889217651274945,279.709020453082,0.19163703918457,3.05923843383789,9.37513732910156,-12.9283008575439,-66.1646041870117,0.365384615384615,NA,NA
"496","271","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6776,113.5654,"BOSS","2022-05_PtCloates_Naked-BOSS_271",2,"Pinguipedidae Parapercis nebulosa_BOSS",20220527,NA,"Point Cloates",79.5,"Yes",0,0,1,17,1,0.634615384615385,52,0.795454545454545,0.408032457358392,0,111,79.092903137207,0.889217651274945,279.709020453082,0.19163703918457,3.05923843383789,9.37513732910156,-12.9283008575439,-66.1646041870117,0.365384615384615,NA,NA
"497","272","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7374,113.5422,"BOSS","2022-05_PtCloates_Naked-BOSS_272",0,"Lethrinidae Gymnocranius sp1_BOSS",20220521,NA,"Point Cloates",89.2,"Yes",0,0,0,0,0,1,58,0,0,0,64,83.8419952392578,0.677866830408193,292.502972049002,0.186274528503418,2.42430591583252,8.39495086669922,17.4736671447754,-101.31566619873,0,NA,NA
"498","272","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7374,113.5422,"BOSS","2022-05_PtCloates_Naked-BOSS_272",1,"Lethrinidae Lethrinus miniatus_BOSS",20220521,NA,"Point Cloates",89.2,"Yes",0,0,0,0,0,1,58,0,0,0,64,83.8419952392578,0.677866830408193,292.502972049002,0.186274528503418,2.42430591583252,8.39495086669922,17.4736671447754,-101.31566619873,0,NA,NA
"499","272","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7374,113.5422,"BOSS","2022-05_PtCloates_Naked-BOSS_272",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220521,NA,"Point Cloates",89.2,"Yes",0,0,0,0,0,1,58,0,0,0,64,83.8419952392578,0.677866830408193,292.502972049002,0.186274528503418,2.42430591583252,8.39495086669922,17.4736671447754,-101.31566619873,0,NA,NA
"500","272","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7374,113.5422,"BOSS","2022-05_PtCloates_Naked-BOSS_272",2,"Pinguipedidae Parapercis nebulosa_BOSS",20220521,NA,"Point Cloates",89.2,"Yes",0,0,0,0,0,1,58,0,0,0,64,83.8419952392578,0.677866830408193,292.502972049002,0.186274528503418,2.42430591583252,8.39495086669922,17.4736671447754,-101.31566619873,0,NA,NA
"501","273","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"BOSS","2022-05_PtCloates_Naked-BOSS_273",0,"Lethrinidae Gymnocranius sp1_BOSS",20220527,NA,"Point Cloates",77.2,"Yes",0.293333333333333,0,1,10,2,0.533333333333333,75,2.19642857142857,1.35404636495268,0,112,80.6893920898438,0.961887707670935,280.626241703402,0.232696533203125,3.40553665161133,10.0945358276367,-12.762601852417,-67.9267883300781,0.173333333333333,NA,NA
"502","273","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"BOSS","2022-05_PtCloates_Naked-BOSS_273",1,"Lethrinidae Lethrinus miniatus_BOSS",20220527,NA,"Point Cloates",77.2,"Yes",0.293333333333333,0,1,10,2,0.533333333333333,75,2.19642857142857,1.35404636495268,0,112,80.6893920898438,0.961887707670935,280.626241703402,0.232696533203125,3.40553665161133,10.0945358276367,-12.762601852417,-67.9267883300781,0.173333333333333,NA,NA
"503","273","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"BOSS","2022-05_PtCloates_Naked-BOSS_273",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220527,NA,"Point Cloates",77.2,"Yes",0.293333333333333,0,1,10,2,0.533333333333333,75,2.19642857142857,1.35404636495268,0,112,80.6893920898438,0.961887707670935,280.626241703402,0.232696533203125,3.40553665161133,10.0945358276367,-12.762601852417,-67.9267883300781,0.173333333333333,NA,NA
"504","273","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"BOSS","2022-05_PtCloates_Naked-BOSS_273",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220527,NA,"Point Cloates",77.2,"Yes",0.293333333333333,0,1,10,2,0.533333333333333,75,2.19642857142857,1.35404636495268,0,112,80.6893920898438,0.961887707670935,280.626241703402,0.232696533203125,3.40553665161133,10.0945358276367,-12.762601852417,-67.9267883300781,0.173333333333333,NA,NA
"505","274","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7343,113.5502,"BOSS","2022-05_PtCloates_Naked-BOSS_274",0,"Lethrinidae Gymnocranius sp1_BOSS",20220523,NA,"Point Cloates",79.2,"Yes",0,0,0,4,1,0.912280701754386,57,0.377777777777778,0.4903101471559,0,69,74.0769119262695,0.668145711623484,285.428643780015,-0.195757865905762,2.39053821563721,7.28445434570312,11.2678279876709,-85.3447418212891,0.087719298245614,NA,NA
"506","274","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7343,113.5502,"BOSS","2022-05_PtCloates_Naked-BOSS_274",1,"Lethrinidae Lethrinus miniatus_BOSS",20220523,NA,"Point Cloates",79.2,"Yes",0,0,0,4,1,0.912280701754386,57,0.377777777777778,0.4903101471559,0,69,74.0769119262695,0.668145711623484,285.428643780015,-0.195757865905762,2.39053821563721,7.28445434570312,11.2678279876709,-85.3447418212891,0.087719298245614,NA,NA
"507","274","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7343,113.5502,"BOSS","2022-05_PtCloates_Naked-BOSS_274",2,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220523,NA,"Point Cloates",79.2,"Yes",0,0,0,4,1,0.912280701754386,57,0.377777777777778,0.4903101471559,0,69,74.0769119262695,0.668145711623484,285.428643780015,-0.195757865905762,2.39053821563721,7.28445434570312,11.2678279876709,-85.3447418212891,0.087719298245614,NA,NA
"508","274","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7343,113.5502,"BOSS","2022-05_PtCloates_Naked-BOSS_274",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220523,NA,"Point Cloates",79.2,"Yes",0,0,0,4,1,0.912280701754386,57,0.377777777777778,0.4903101471559,0,69,74.0769119262695,0.668145711623484,285.428643780015,-0.195757865905762,2.39053821563721,7.28445434570312,11.2678279876709,-85.3447418212891,0.087719298245614,NA,NA
"509","28","Lethrinidae Gymnocranius sp1","2021-05_PtCloates_BOSS",-22.7585,113.4762,"BOSS","2021-05_PtCloates_BOSS_28",0,"Lethrinidae Gymnocranius sp1_BOSS",20210519,"outNP.4","Point Cloates",206,"Yes",0,0,0,0,0,1,43,0,0,0,19,219.274887084961,1.82736186270337,294.958454582396,-0.783740997314453,6.53219604492188,22.3439331054688,5.3753228187561,-224.650207519531,0,NA,NA
"510","28","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.5625,"BRUV","2022-05_PtCloates_stereo-BRUVS_28",1,"Lethrinidae Gymnocranius sp1_BRUV",20220522,NA,"Point Cloates",76.3,"Yes",0,0,2,6,2,0.72972972972973,37,0.833333333333333,0.56465970257328,0,186,68.6032485961914,0.580294617922021,293.456701690084,0.592523574829102,2.07400321960449,6.6474609375,1.8352552652359,-70.4385070800781,0.27027027027027,NA,NA
"511","28","Lethrinidae Lethrinus miniatus","2021-05_PtCloates_BOSS",-22.7585,113.4762,"BOSS","2021-05_PtCloates_BOSS_28",0,"Lethrinidae Lethrinus miniatus_BOSS",20210519,"outNP.4","Point Cloates",206,"Yes",0,0,0,0,0,1,43,0,0,0,19,219.274887084961,1.82736186270337,294.958454582396,-0.783740997314453,6.53219604492188,22.3439331054688,5.3753228187561,-224.650207519531,0,NA,NA
"512","28","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.5625,"BRUV","2022-05_PtCloates_stereo-BRUVS_28",5,"Lethrinidae Lethrinus miniatus_BRUV",20220522,NA,"Point Cloates",76.3,"Yes",0,0,2,6,2,0.72972972972973,37,0.833333333333333,0.56465970257328,0,186,68.6032485961914,0.580294617922021,293.456701690084,0.592523574829102,2.07400321960449,6.6474609375,1.8352552652359,-70.4385070800781,0.27027027027027,NA,NA
"513","28","Nemipteridae Pentapodus nagasakiensis","2021-05_PtCloates_BOSS",-22.7585,113.4762,"BOSS","2021-05_PtCloates_BOSS_28",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20210519,"outNP.4","Point Cloates",206,"Yes",0,0,0,0,0,1,43,0,0,0,19,219.274887084961,1.82736186270337,294.958454582396,-0.783740997314453,6.53219604492188,22.3439331054688,5.3753228187561,-224.650207519531,0,NA,NA
"514","28","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_stereo-BRUVS",-22.6987,113.5625,"BRUV","2022-05_PtCloates_stereo-BRUVS_28",6,"Nemipteridae Pentapodus nagasakiensis_BRUV",20220522,NA,"Point Cloates",76.3,"Yes",0,0,2,6,2,0.72972972972973,37,0.833333333333333,0.56465970257328,0,186,68.6032485961914,0.580294617922021,293.456701690084,0.592523574829102,2.07400321960449,6.6474609375,1.8352552652359,-70.4385070800781,0.27027027027027,NA,NA
"515","28","Pinguipedidae Parapercis nebulosa","2021-05_PtCloates_BOSS",-22.7585,113.4762,"BOSS","2021-05_PtCloates_BOSS_28",0,"Pinguipedidae Parapercis nebulosa_BOSS",20210519,"outNP.4","Point Cloates",206,"Yes",0,0,0,0,0,1,43,0,0,0,19,219.274887084961,1.82736186270337,294.958454582396,-0.783740997314453,6.53219604492188,22.3439331054688,5.3753228187561,-224.650207519531,0,NA,NA
