"","unique_id","sample","method","response","number","latitude","longitude","date","site","location","depth","successful.count","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","campaignid","broad.bryozoa","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","status"
"139","2022-05_PtCloates_Naked-BOSS_206","206","BOSS","total.abundance",0,-22.7019,113.5608,20220525,NA,"Point Cloates",76.6,"Yes",0,0,2,6,2,0.830508474576271,59,0.377777777777778,0.534657447211377,"2022-05_PtCloates_Naked-BOSS",0,95,68.1582489013672,0.493847507424649,274.867983774322,0.271708488464355,1.71458148956299,4.97528076171875,1.98766362667084,-70.1459121704102,0.169491525423729,"No-take"
"140","2022-05_PtCloates_Naked-BOSS_206","206","BOSS","species.richness",0,-22.7019,113.5608,20220525,NA,"Point Cloates",76.6,"Yes",0,0,2,6,2,0.830508474576271,59,0.377777777777778,0.534657447211377,"2022-05_PtCloates_Naked-BOSS",0,95,68.1582489013672,0.493847507424649,274.867983774322,0.271708488464355,1.71458148956299,4.97528076171875,1.98766362667084,-70.1459121704102,0.169491525423729,"No-take"
"141","2022-05_PtCloates_Naked-BOSS_207","207","BOSS","total.abundance",5,-22.7523,113.5552,20220519,NA,"Point Cloates",71.4,"Yes",0,0,0,0,0,1,79,0.0377358490566038,0.192380247561097,"2022-05_PtCloates_Naked-BOSS",0,46,66.4326019287109,0.269547284376496,290.247951487463,0.225561141967773,0.969366073608398,3.18090057373047,12.7566823959351,-79.1892852783203,0,"No-take"
"142","2022-05_PtCloates_Naked-BOSS_207","207","BOSS","species.richness",1,-22.7523,113.5552,20220519,NA,"Point Cloates",71.4,"Yes",0,0,0,0,0,1,79,0.0377358490566038,0.192380247561097,"2022-05_PtCloates_Naked-BOSS",0,46,66.4326019287109,0.269547284376496,290.247951487463,0.225561141967773,0.969366073608398,3.18090057373047,12.7566823959351,-79.1892852783203,0,"No-take"
"143","2022-05_PtCloates_Naked-BOSS_208","208","BOSS","total.abundance",5,-22.7252,113.5464,20220525,NA,"Point Cloates",89.2,"Yes",0,0,0,2,1,0.948275862068966,58,0.1,0.3038218101251,"2022-05_PtCloates_Naked-BOSS",0,80,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0517241379310345,"No-take"
"144","2022-05_PtCloates_Naked-BOSS_208","208","BOSS","species.richness",4,-22.7252,113.5464,20220525,NA,"Point Cloates",89.2,"Yes",0,0,0,2,1,0.948275862068966,58,0.1,0.3038218101251,"2022-05_PtCloates_Naked-BOSS",0,80,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0517241379310345,"No-take"
"145","2022-05_PtCloates_Naked-BOSS_209","209","BOSS","total.abundance",0,-22.7402,113.5521,20220521,NA,"Point Cloates",76.7,"Yes",0,0,0,0,0,1,76,0.0178571428571429,0.133630620956212,"2022-05_PtCloates_Naked-BOSS",0,62,71.5688629150391,0.603800338679851,274.112892112206,0.414874076843262,2.09924983978271,6.11621856689453,14.0512084960938,-85.6200714111328,0,"No-take"
"146","2022-05_PtCloates_Naked-BOSS_209","209","BOSS","species.richness",0,-22.7402,113.5521,20220521,NA,"Point Cloates",76.7,"Yes",0,0,0,0,0,1,76,0.0178571428571429,0.133630620956212,"2022-05_PtCloates_Naked-BOSS",0,62,71.5688629150391,0.603800338679851,274.112892112206,0.414874076843262,2.09924983978271,6.11621856689453,14.0512084960938,-85.6200714111328,0,"No-take"
"147","2022-05_PtCloates_Naked-BOSS_210","210","BOSS","total.abundance",1,-22.686,113.5589,20220527,NA,"Point Cloates",87.7,"Yes",0,0,0,0,0,1,48,0.0277777777777778,0.166666666666667,"2022-05_PtCloates_Naked-BOSS",0,108,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,"No-take"
"148","2022-05_PtCloates_Naked-BOSS_210","210","BOSS","species.richness",1,-22.686,113.5589,20220527,NA,"Point Cloates",87.7,"Yes",0,0,0,0,0,1,48,0.0277777777777778,0.166666666666667,"2022-05_PtCloates_Naked-BOSS",0,108,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,"No-take"
"149","2022-05_PtCloates_Naked-BOSS_211","211","BOSS","total.abundance",7,-22.7554,113.54,20220519,NA,"Point Cloates",87.2,"Yes",0,0,2,2,2,0.924050632911392,79,0.125,0.333711906235957,"2022-05_PtCloates_Naked-BOSS",0,43,82.6473541259766,0.641762047293637,288.034942389517,-0.578011512756348,2.27915668487549,7.39639282226562,22.3203239440918,-104.967681884766,0.0759493670886076,"No-take"
"150","2022-05_PtCloates_Naked-BOSS_211","211","BOSS","species.richness",4,-22.7554,113.54,20220519,NA,"Point Cloates",87.2,"Yes",0,0,2,2,2,0.924050632911392,79,0.125,0.333711906235957,"2022-05_PtCloates_Naked-BOSS",0,43,82.6473541259766,0.641762047293637,288.034942389517,-0.578011512756348,2.27915668487549,7.39639282226562,22.3203239440918,-104.967681884766,0.0759493670886076,"No-take"
"151","2022-05_PtCloates_Naked-BOSS_212","212","BOSS","total.abundance",3,-22.728,113.556,20220523,NA,"Point Cloates",75,"Yes",0,0,0,0,1,0.986111111111111,72,0.0196078431372549,0.140028008402801,"2022-05_PtCloates_Naked-BOSS",0,75,70.2076568603516,0.463248136838691,282.724869194213,0.1085205078125,1.66205406188965,5.00916290283203,7.28359174728394,-77.4912490844727,0.0138888888888889,"No-take"
"152","2022-05_PtCloates_Naked-BOSS_212","212","BOSS","species.richness",3,-22.728,113.556,20220523,NA,"Point Cloates",75,"Yes",0,0,0,0,1,0.986111111111111,72,0.0196078431372549,0.140028008402801,"2022-05_PtCloates_Naked-BOSS",0,75,70.2076568603516,0.463248136838691,282.724869194213,0.1085205078125,1.66205406188965,5.00916290283203,7.28359174728394,-77.4912490844727,0.0138888888888889,"No-take"
"153","2022-05_PtCloates_Naked-BOSS_213","213","BOSS","total.abundance",0,-22.6919,113.5534,20220526,NA,"Point Cloates",93.5,"Yes",0,1,0,0,0,0.981481481481482,54,0,0,"2022-05_PtCloates_Naked-BOSS",0,101,91.2669372558594,1.43981877302658,300.365250660751,-0.34378719329834,5.09496212005615,18.1513977050781,-6.21392202377319,-85.0530166625977,0.0185185185185185,"No-take"
"154","2022-05_PtCloates_Naked-BOSS_213","213","BOSS","species.richness",0,-22.6919,113.5534,20220526,NA,"Point Cloates",93.5,"Yes",0,1,0,0,0,0.981481481481482,54,0,0,"2022-05_PtCloates_Naked-BOSS",0,101,91.2669372558594,1.43981877302658,300.365250660751,-0.34378719329834,5.09496212005615,18.1513977050781,-6.21392202377319,-85.0530166625977,0.0185185185185185,"No-take"
"155","2022-05_PtCloates_Naked-BOSS_214","214","BOSS","total.abundance",1,-22.733,113.5497,20220523,NA,"Point Cloates",81.5,"Yes",0,0,2,0,0,0.973684210526316,76,0.0576923076923077,0.235435477898709,"2022-05_PtCloates_Naked-BOSS",0,71,76.8291091918945,0.691180951815296,284.35580777734,0.0648031234741211,2.46653270721436,7.81620025634766,12.4353265762329,-89.2644348144531,0.0263157894736842,"No-take"
"156","2022-05_PtCloates_Naked-BOSS_214","214","BOSS","species.richness",1,-22.733,113.5497,20220523,NA,"Point Cloates",81.5,"Yes",0,0,2,0,0,0.973684210526316,76,0.0576923076923077,0.235435477898709,"2022-05_PtCloates_Naked-BOSS",0,71,76.8291091918945,0.691180951815296,284.35580777734,0.0648031234741211,2.46653270721436,7.81620025634766,12.4353265762329,-89.2644348144531,0.0263157894736842,"No-take"
"157","2022-05_PtCloates_Naked-BOSS_215","215","BOSS","total.abundance",0,-22.712,113.5562,20220525,NA,"Point Cloates",79.6,"Yes",0,0,0,0,0,1,53,0,0,"2022-05_PtCloates_Naked-BOSS",0,87,72.6906204223633,0.492947240998332,272.969133730374,0.0932521820068359,1.73923873901367,4.93792724609375,4.91225910186768,-77.6028823852539,0,"No-take"
"158","2022-05_PtCloates_Naked-BOSS_215","215","BOSS","species.richness",0,-22.712,113.5562,20220525,NA,"Point Cloates",79.6,"Yes",0,0,0,0,0,1,53,0,0,"2022-05_PtCloates_Naked-BOSS",0,87,72.6906204223633,0.492947240998332,272.969133730374,0.0932521820068359,1.73923873901367,4.93792724609375,4.91225910186768,-77.6028823852539,0,"No-take"
"159","2022-05_PtCloates_Naked-BOSS_216","216","BOSS","total.abundance",6,-22.7451,113.5437,20220521,NA,"Point Cloates",86.5,"Yes",0,0,1,1,0,0.96969696969697,66,0.166666666666667,0.376621788577355,"2022-05_PtCloates_Naked-BOSS",0,58,79.0272216796875,0.576386044494602,282.521810141035,-0.136056900024414,2.0766658782959,6.17627716064453,18.2041759490967,-97.2313995361328,0.0303030303030303,"No-take"
"160","2022-05_PtCloates_Naked-BOSS_216","216","BOSS","species.richness",4,-22.7451,113.5437,20220521,NA,"Point Cloates",86.5,"Yes",0,0,1,1,0,0.96969696969697,66,0.166666666666667,0.376621788577355,"2022-05_PtCloates_Naked-BOSS",0,58,79.0272216796875,0.576386044494602,282.521810141035,-0.136056900024414,2.0766658782959,6.17627716064453,18.2041759490967,-97.2313995361328,0.0303030303030303,"No-take"
"161","2022-05_PtCloates_Naked-BOSS_217","217","BOSS","total.abundance",1,-22.7179,113.5593,20220525,NA,"Point Cloates",73.2,"Yes",0,0,0,1,0,0.985074626865672,67,0.0681818181818182,0.254971705929353,"2022-05_PtCloates_Naked-BOSS",0,83,69.8774948120117,0.390017008870272,290.312244822677,0.139156341552734,1.39270782470703,4.76837158203125,3.50785136222839,-73.3853454589844,0.0149253731343284,"No-take"
"162","2022-05_PtCloates_Naked-BOSS_217","217","BOSS","species.richness",1,-22.7179,113.5593,20220525,NA,"Point Cloates",73.2,"Yes",0,0,0,1,0,0.985074626865672,67,0.0681818181818182,0.254971705929353,"2022-05_PtCloates_Naked-BOSS",0,83,69.8774948120117,0.390017008870272,290.312244822677,0.139156341552734,1.39270782470703,4.76837158203125,3.50785136222839,-73.3853454589844,0.0149253731343284,"No-take"
"163","2022-05_PtCloates_Naked-BOSS_218","218","BOSS","total.abundance",3,-22.726,113.5411,20220525,NA,"Point Cloates",97.7,"Yes",0,0,0,2,1,0.941176470588235,51,0.102564102564103,0.307354740604728,"2022-05_PtCloates_Naked-BOSS",0,78,89.7222595214844,0.942083929609498,281.153743257078,0.06915283203125,3.34467506408691,9.915283203125,12.2315855026245,-101.953842163086,0.0588235294117647,"No-take"
"164","2022-05_PtCloates_Naked-BOSS_218","218","BOSS","species.richness",1,-22.726,113.5411,20220525,NA,"Point Cloates",97.7,"Yes",0,0,0,2,1,0.941176470588235,51,0.102564102564103,0.307354740604728,"2022-05_PtCloates_Naked-BOSS",0,78,89.7222595214844,0.942083929609498,281.153743257078,0.06915283203125,3.34467506408691,9.915283203125,12.2315855026245,-101.953842163086,0.0588235294117647,"No-take"
"165","2022-05_PtCloates_Naked-BOSS_219","219","BOSS","total.abundance",9,-22.7317,113.543,20220521,NA,"Point Cloates",90.7,"Yes",0,0,0,0,0,1,55,0,0,"2022-05_PtCloates_Naked-BOSS",0,66,84.0210494995117,0.798320400644545,282.487949360803,0.165579795837402,2.82729244232178,8.85317993164062,13.4010334014893,-97.4220809936523,0,"No-take"
"166","2022-05_PtCloates_Naked-BOSS_219","219","BOSS","species.richness",3,-22.7317,113.543,20220521,NA,"Point Cloates",90.7,"Yes",0,0,0,0,0,1,55,0,0,"2022-05_PtCloates_Naked-BOSS",0,66,84.0210494995117,0.798320400644545,282.487949360803,0.165579795837402,2.82729244232178,8.85317993164062,13.4010334014893,-97.4220809936523,0,"No-take"
"167","2022-05_PtCloates_Naked-BOSS_220","220","BOSS","total.abundance",1,-22.7067,113.5554,20220525,NA,"Point Cloates",80.8,"Yes",0,0,2,25,10,0.30188679245283,53,1.33333333333333,0.570265948512201,"2022-05_PtCloates_Naked-BOSS",0,90,72.9664840698242,0.601919255977551,270.950599285824,-0.0456390380859375,2.04884719848633,5.79152679443359,5.03683996200562,-78.0033264160156,0.69811320754717,"No-take"
"168","2022-05_PtCloates_Naked-BOSS_220","220","BOSS","species.richness",1,-22.7067,113.5554,20220525,NA,"Point Cloates",80.8,"Yes",0,0,2,25,10,0.30188679245283,53,1.33333333333333,0.570265948512201,"2022-05_PtCloates_Naked-BOSS",0,90,72.9664840698242,0.601919255977551,270.950599285824,-0.0456390380859375,2.04884719848633,5.79152679443359,5.03683996200562,-78.0033264160156,0.69811320754717,"No-take"
"169","2022-05_PtCloates_Naked-BOSS_221","221","BOSS","total.abundance",9,-22.7519,113.5483,20220519,NA,"Point Cloates",78.4,"Yes",0,0,0,0,0,1,80,0.0172413793103448,0.131306432859723,"2022-05_PtCloates_Naked-BOSS",0,47,72.7642440795898,0.59584211973802,293.115450819684,-0.215802192687988,2.22062587738037,7.45479583740234,17.0396213531494,-89.8038635253906,0,"No-take"
"170","2022-05_PtCloates_Naked-BOSS_221","221","BOSS","species.richness",4,-22.7519,113.5483,20220519,NA,"Point Cloates",78.4,"Yes",0,0,0,0,0,1,80,0.0172413793103448,0.131306432859723,"2022-05_PtCloates_Naked-BOSS",0,47,72.7642440795898,0.59584211973802,293.115450819684,-0.215802192687988,2.22062587738037,7.45479583740234,17.0396213531494,-89.8038635253906,0,"No-take"
"171","2022-05_PtCloates_Naked-BOSS_222","222","BOSS","total.abundance",0,-22.6884,113.561,20220526,NA,"Point Cloates",78.2,"Yes",0,0,0,0,0,1,59,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,104,79.859619140625,0.91272244557935,303.530737287418,0.508294105529785,3.12004375457764,12.119514465332,-7.62938690185547,-72.2302322387695,0,"No-take"
"172","2022-05_PtCloates_Naked-BOSS_222","222","BOSS","species.richness",0,-22.6884,113.561,20220526,NA,"Point Cloates",78.2,"Yes",0,0,0,0,0,1,59,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,104,79.859619140625,0.91272244557935,303.530737287418,0.508294105529785,3.12004375457764,12.119514465332,-7.62938690185547,-72.2302322387695,0,"No-take"
"173","2022-05_PtCloates_Naked-BOSS_223","223","BOSS","total.abundance",1,-22.7188,113.5517,20220525,NA,"Point Cloates",80.5,"Yes",0,0,0,1,0,0.984375,64,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,84,77.073860168457,0.727507828156334,276.910761613029,0.326672554016113,2.53015804290771,7.50768280029297,8.39892768859863,-85.472785949707,0.015625,"No-take"
"174","2022-05_PtCloates_Naked-BOSS_223","223","BOSS","species.richness",1,-22.7188,113.5517,20220525,NA,"Point Cloates",80.5,"Yes",0,0,0,1,0,0.984375,64,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,84,77.073860168457,0.727507828156334,276.910761613029,0.326672554016113,2.53015804290771,7.50768280029297,8.39892768859863,-85.472785949707,0.015625,"No-take"
"175","2022-05_PtCloates_Naked-BOSS_224","224","BOSS","total.abundance",46,-22.7598,113.5487,20220519,NA,"Point Cloates",76.1,"Yes",0,0,0,0,0,1,74,0,0,"2022-05_PtCloates_Naked-BOSS",0,41,70.945442199707,0.638725435234047,277.03063219421,0.0777416229248047,2.1644115447998,6.50910186767578,19.2188129425049,-90.1642532348633,0,"No-take"
"176","2022-05_PtCloates_Naked-BOSS_224","224","BOSS","species.richness",1,-22.7598,113.5487,20220519,NA,"Point Cloates",76.1,"Yes",0,0,0,0,0,1,74,0,0,"2022-05_PtCloates_Naked-BOSS",0,41,70.945442199707,0.638725435234047,277.03063219421,0.0777416229248047,2.1644115447998,6.50910186767578,19.2188129425049,-90.1642532348633,0,"No-take"
"177","2022-05_PtCloates_Naked-BOSS_225","225","BOSS","total.abundance",3,-22.7084,113.5624,20220525,NA,"Point Cloates",72.1,"Yes",0,1,0,8,2,0.810344827586207,58,0.4,0.545376839841863,"2022-05_PtCloates_Naked-BOSS",0,88,68.7303619384766,0.379522958815391,250.783383110948,0.104573249816895,1.339524269104,4.18256378173828,0.863307654857635,-69.5936660766602,0.189655172413793,"No-take"
"178","2022-05_PtCloates_Naked-BOSS_225","225","BOSS","species.richness",2,-22.7084,113.5624,20220525,NA,"Point Cloates",72.1,"Yes",0,1,0,8,2,0.810344827586207,58,0.4,0.545376839841863,"2022-05_PtCloates_Naked-BOSS",0,88,68.7303619384766,0.379522958815391,250.783383110948,0.104573249816895,1.339524269104,4.18256378173828,0.863307654857635,-69.5936660766602,0.189655172413793,"No-take"
"179","2022-05_PtCloates_Naked-BOSS_226","226","BOSS","total.abundance",3,-22.7536,113.5408,20220519,NA,"Point Cloates",86.6,"Yes",0,0,0,0,0,1,79,0,0,"2022-05_PtCloates_Naked-BOSS",0,44,79.8014373779297,0.717243807685542,276.722660037308,0.164597511291504,2.49711132049561,6.93707275390625,21.3225173950195,-101.123954772949,0,"No-take"
"180","2022-05_PtCloates_Naked-BOSS_226","226","BOSS","species.richness",2,-22.7536,113.5408,20220519,NA,"Point Cloates",86.6,"Yes",0,0,0,0,0,1,79,0,0,"2022-05_PtCloates_Naked-BOSS",0,44,79.8014373779297,0.717243807685542,276.722660037308,0.164597511291504,2.49711132049561,6.93707275390625,21.3225173950195,-101.123954772949,0,"No-take"
"181","2022-05_PtCloates_Naked-BOSS_227","227","BOSS","total.abundance",0,-22.7262,113.5569,20220523,NA,"Point Cloates",74.3,"No",0,0,1,2,0,0.960526315789474,76,0.0175438596491228,0.132453235706504,"2022-05_PtCloates_Naked-BOSS",0,76,70.6340942382812,0.483812131991861,275.501039397965,0.0309772491455078,1.67027854919434,4.607666015625,6.77115201950073,-77.4052429199219,0.0394736842105263,"No-take"
"182","2022-05_PtCloates_Naked-BOSS_227","227","BOSS","species.richness",0,-22.7262,113.5569,20220523,NA,"Point Cloates",74.3,"No",0,0,1,2,0,0.960526315789474,76,0.0175438596491228,0.132453235706504,"2022-05_PtCloates_Naked-BOSS",0,76,70.6340942382812,0.483812131991861,275.501039397965,0.0309772491455078,1.67027854919434,4.607666015625,6.77115201950073,-77.4052429199219,0.0394736842105263,"No-take"
"183","2022-05_PtCloates_Naked-BOSS_228","228","BOSS","total.abundance",1,-22.7233,113.5472,20220525,NA,"Point Cloates",88,"Yes",0,0,0,0,0,1,60,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,81,82.9427719116211,0.806273023969056,282.262095126004,0.0889425277709961,2.86007022857666,8.93205261230469,10.6356182098389,-93.5783920288086,0,"No-take"
"184","2022-05_PtCloates_Naked-BOSS_228","228","BOSS","species.richness",1,-22.7233,113.5472,20220525,NA,"Point Cloates",88,"Yes",0,0,0,0,0,1,60,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,81,82.9427719116211,0.806273023969056,282.262095126004,0.0889425277709961,2.86007022857666,8.93205261230469,10.6356182098389,-93.5783920288086,0,"No-take"
"185","2022-05_PtCloates_Naked-BOSS_229","229","BOSS","total.abundance",1,-22.6961,113.5632,20220526,NA,"Point Cloates",76.2,"Yes",0,0,0,2,1,0.925,40,0.325,0.474341649025257,"2022-05_PtCloates_Naked-BOSS",0,97,67.980712890625,0.796096269944877,314.984185006506,0.803544044494629,2.82290744781494,10.3411254882812,-1.39559125900269,-66.5851211547852,0.075,"No-take"
"186","2022-05_PtCloates_Naked-BOSS_229","229","BOSS","species.richness",1,-22.6961,113.5632,20220526,NA,"Point Cloates",76.2,"Yes",0,0,0,2,1,0.925,40,0.325,0.474341649025257,"2022-05_PtCloates_Naked-BOSS",0,97,67.980712890625,0.796096269944877,314.984185006506,0.803544044494629,2.82290744781494,10.3411254882812,-1.39559125900269,-66.5851211547852,0.075,"No-take"
"187","2022-05_PtCloates_Naked-BOSS_230","230","BOSS","total.abundance",1,-22.7341,113.5543,20220523,NA,"Point Cloates",76.9,"Yes",0,0,0,0,0,1,64,0,0,"2022-05_PtCloates_Naked-BOSS",0,68,70.996696472168,0.605481093913878,286.262011460141,0.262240409851074,2.13192653656006,6.84756469726562,10.5073146820068,-81.5040130615234,0,"No-take"
"188","2022-05_PtCloates_Naked-BOSS_230","230","BOSS","species.richness",1,-22.7341,113.5543,20220523,NA,"Point Cloates",76.9,"Yes",0,0,0,0,0,1,64,0,0,"2022-05_PtCloates_Naked-BOSS",0,68,70.996696472168,0.605481093913878,286.262011460141,0.262240409851074,2.13192653656006,6.84756469726562,10.5073146820068,-81.5040130615234,0,"No-take"
"189","2022-05_PtCloates_Naked-BOSS_231","231","BOSS","total.abundance",0,-22.7464,113.5529,20220521,NA,"Point Cloates",73.9,"Yes",0,0,0,0,0,1,77,0,0,"2022-05_PtCloates_Naked-BOSS",0,60,69.060302734375,0.488923437641363,280.02379137373,0.197895050048828,1.73542785644531,4.77818298339844,13.1987152099609,-82.2590179443359,0,"No-take"
"190","2022-05_PtCloates_Naked-BOSS_231","231","BOSS","species.richness",0,-22.7464,113.5529,20220521,NA,"Point Cloates",73.9,"Yes",0,0,0,0,0,1,77,0,0,"2022-05_PtCloates_Naked-BOSS",0,60,69.060302734375,0.488923437641363,280.02379137373,0.197895050048828,1.73542785644531,4.77818298339844,13.1987152099609,-82.2590179443359,0,"No-take"
"191","2022-05_PtCloates_Naked-BOSS_232","232","BOSS","total.abundance",10,-22.7576,113.5368,20220519,NA,"Point Cloates",90.9,"Yes",0,0,3,4,1,0.891891891891892,74,0.181818181818182,0.474962341232677,"2022-05_PtCloates_Naked-BOSS",0,42,83.2609100341797,0.639267494184868,299.542076480572,0.36812686920166,2.3237943649292,6.90638732910156,25.5459098815918,-108.806816101074,0.108108108108108,"No-take"
"192","2022-05_PtCloates_Naked-BOSS_232","232","BOSS","species.richness",6,-22.7576,113.5368,20220519,NA,"Point Cloates",90.9,"Yes",0,0,3,4,1,0.891891891891892,74,0.181818181818182,0.474962341232677,"2022-05_PtCloates_Naked-BOSS",0,42,83.2609100341797,0.639267494184868,299.542076480572,0.36812686920166,2.3237943649292,6.90638732910156,25.5459098815918,-108.806816101074,0.108108108108108,"No-take"
"193","2022-05_PtCloates_Naked-BOSS_233","233","BOSS","total.abundance",0,-22.7305,113.5526,20220523,NA,"Point Cloates",76.2,"Yes",0,0,0,0,0,1,58,0,0,"2022-05_PtCloates_Naked-BOSS",0,73,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0,"No-take"
"194","2022-05_PtCloates_Naked-BOSS_233","233","BOSS","species.richness",0,-22.7305,113.5526,20220523,NA,"Point Cloates",76.2,"Yes",0,0,0,0,0,1,58,0,0,"2022-05_PtCloates_Naked-BOSS",0,73,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0,"No-take"
"195","2022-05_PtCloates_Naked-BOSS_234","234","BOSS","total.abundance",0,-22.6938,113.5563,20220526,NA,"Point Cloates",85.6,"Yes",0,0,0,0,0,1,49,0.0294117647058824,0.171498585142509,"2022-05_PtCloates_Naked-BOSS",0,100,81.5772552490234,1.42965516122184,306.607526948782,0.27348518371582,4.8843822479248,18.4683380126953,-1.63264286518097,-79.9446105957031,0,"No-take"
"196","2022-05_PtCloates_Naked-BOSS_234","234","BOSS","species.richness",0,-22.6938,113.5563,20220526,NA,"Point Cloates",85.6,"Yes",0,0,0,0,0,1,49,0.0294117647058824,0.171498585142509,"2022-05_PtCloates_Naked-BOSS",0,100,81.5772552490234,1.42965516122184,306.607526948782,0.27348518371582,4.8843822479248,18.4683380126953,-1.63264286518097,-79.9446105957031,0,"No-take"
"197","2022-05_PtCloates_Naked-BOSS_235","235","BOSS","total.abundance",0,-22.7275,113.5434,20220525,NA,"Point Cloates",93,"Yes",0,0,0,0,0,1,57,0,0,"2022-05_PtCloates_Naked-BOSS",0,77,84.8609466552734,0.833927208925096,281.960308286526,0.151168823242188,2.93403625488281,8.98765563964844,12.6686515808105,-97.5295944213867,0,"No-take"
"198","2022-05_PtCloates_Naked-BOSS_235","235","BOSS","species.richness",0,-22.7275,113.5434,20220525,NA,"Point Cloates",93,"Yes",0,0,0,0,0,1,57,0,0,"2022-05_PtCloates_Naked-BOSS",0,77,84.8609466552734,0.833927208925096,281.960308286526,0.151168823242188,2.93403625488281,8.98765563964844,12.6686515808105,-97.5295944213867,0,"No-take"
"199","2022-05_PtCloates_Naked-BOSS_236","236","BOSS","total.abundance",0,-22.717,113.5499,20220525,NA,"Point Cloates",86.2,"Yes",0,0,0,0,0,1,49,0,0,"2022-05_PtCloates_Naked-BOSS",0,86,81.2838821411133,0.822492339564541,276.246856356284,-0.114743232727051,2.82443523406982,8.37569427490234,8.55939102172852,-89.8432769775391,0,"No-take"
"200","2022-05_PtCloates_Naked-BOSS_236","236","BOSS","species.richness",0,-22.717,113.5499,20220525,NA,"Point Cloates",86.2,"Yes",0,0,0,0,0,1,49,0,0,"2022-05_PtCloates_Naked-BOSS",0,86,81.2838821411133,0.822492339564541,276.246856356284,-0.114743232727051,2.82443523406982,8.37569427490234,8.55939102172852,-89.8432769775391,0,"No-take"
"201","2022-05_PtCloates_Naked-BOSS_237","237","BOSS","total.abundance",1,-22.7502,113.5462,20220519,NA,"Point Cloates",81.8,"Yes",0,0,0,0,0,1,79,0,0,"2022-05_PtCloates_Naked-BOSS",0,55,75.0668716430664,0.558466322898045,288.612021114612,-0.0859193801879883,2.01473522186279,7.19339752197266,18.4341621398926,-93.5010375976562,0,"No-take"
"202","2022-05_PtCloates_Naked-BOSS_237","237","BOSS","species.richness",1,-22.7502,113.5462,20220519,NA,"Point Cloates",81.8,"Yes",0,0,0,0,0,1,79,0,0,"2022-05_PtCloates_Naked-BOSS",0,55,75.0668716430664,0.558466322898045,288.612021114612,-0.0859193801879883,2.01473522186279,7.19339752197266,18.4341621398926,-93.5010375976562,0,"No-take"
"203","2022-05_PtCloates_Naked-BOSS_238","238","BOSS","total.abundance",0,-22.6864,113.5594,20220527,NA,"Point Cloates",85.9,"Yes",0,0,0,0,0,1,55,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,107,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,"No-take"
"204","2022-05_PtCloates_Naked-BOSS_238","238","BOSS","species.richness",0,-22.6864,113.5594,20220527,NA,"Point Cloates",85.9,"Yes",0,0,0,0,0,1,55,0.025,0.158113883008419,"2022-05_PtCloates_Naked-BOSS",0,107,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,"No-take"
"205","2022-05_PtCloates_Naked-BOSS_239","239","BOSS","total.abundance",0,-22.6885,113.5564,20220526,NA,"Point Cloates",90.5,"Yes",0,0,0,0,1,0.979591836734694,49,0.166666666666667,0.379049021789452,"2022-05_PtCloates_Naked-BOSS",0,106,88.8936004638672,1.29663273019929,298.094659417354,0.0134439468383789,4.6001558303833,15.7987213134766,-7.73395586013794,-81.1596450805664,0.0204081632653061,"No-take"
"206","2022-05_PtCloates_Naked-BOSS_239","239","BOSS","species.richness",0,-22.6885,113.5564,20220526,NA,"Point Cloates",90.5,"Yes",0,0,0,0,1,0.979591836734694,49,0.166666666666667,0.379049021789452,"2022-05_PtCloates_Naked-BOSS",0,106,88.8936004638672,1.29663273019929,298.094659417354,0.0134439468383789,4.6001558303833,15.7987213134766,-7.73395586013794,-81.1596450805664,0.0204081632653061,"No-take"
